"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.194757917E0,-1.220087070E-3,-3.217978589E-3,8.365026712E-3,9.045312076E-3
6.204810917E0,-4.988479515E-3,7.355687656E-3,1.480222642E-2,1.726548510E-2
6.214863917E0,-4.153806611E-3,1.947756870E-2,2.138853014E-2,2.922497242E-2
6.224916917E0,7.708632216E-3,6.684153210E-3,1.749545395E-2,2.025319293E-2
6.234969917E0,-2.361146223E-3,-6.008297307E-3,3.710643053E-2,3.766380006E-2
6.245022917E0,2.838991364E-3,-4.691942884E-3,2.857241929E-2,2.909393998E-2
6.255075917E0,-1.434956114E-3,7.905380744E-3,2.588036120E-2,2.709884203E-2
6.265128917E0,-1.205831884E-2,-4.271336216E-3,2.707611680E-2,2.994600920E-2
6.275181917E0,-9.765297817E-3,6.598966587E-3,1.435374498E-2,1.857249032E-2
6.285234917E0,1.542120474E-3,1.951005729E-3,2.333506823E-2,2.346721049E-2
6.295287917E0,-1.739261491E-2,1.353875276E-2,2.139028430E-2,3.071392424E-2
6.305340917E0,-6.881125006E-3,2.243695417E-3,1.465312243E-2,1.634313456E-2
6.315393917E0,-1.184712586E-2,1.068099920E-2,1.405553699E-2,2.126020355E-2
6.325445917E0,-1.362093240E-2,1.411735302E-2,1.809771717E-2,2.669001353E-2
6.335498917E0,6.805772441E-3,2.757693082E-3,3.351507068E-2,3.431010598E-2
6.345551917E0,-6.556229808E-4,6.915246136E-4,1.345619738E-2,1.348989606E-2
6.355604917E0,-1.787777963E-2,-1.138966346E-2,1.016246080E-2,2.350776569E-2
6.365657917E0,-6.511525589E-4,2.561582951E-3,8.667327762E-3,9.061361785E-3
6.375710917E0,6.312548951E-4,6.415829966E-3,1.076589346E-2,1.254853852E-2
6.385763917E0,-7.555921673E-4,1.488235155E-2,5.977023840E-3,1.605553242E-2
6.395816917E0,2.456278537E-3,2.095331457E-3,1.121729851E-2,1.167268195E-2
6.405869917E0,-8.289220474E-5,9.815574735E-3,3.135277033E-3,1.030448158E-2
6.415922917E0,7.559589887E-3,6.110797171E-4,3.202812374E-2,3.291385009E-2
6.425975917E0,-7.640513867E-3,1.221045722E-2,2.110026240E-2,2.554787254E-2
6.436028917E0,-1.312499715E-2,5.330477105E-3,3.472135127E-2,3.750002360E-2
6.446081917E0,-5.967910977E-3,-2.482088227E-3,1.930399776E-2,2.035733413E-2
6.456134917E0,-7.045516848E-3,9.869771115E-3,3.052948236E-2,3.284967249E-2
6.466187917E0,-7.292321311E-3,1.697766474E-3,1.555944085E-2,1.726721057E-2
6.476239917E0,-1.787053913E-2,5.441702111E-3,2.903142571E-2,3.452234016E-2
6.486292917E0,-1.050207825E-3,-4.210762717E-3,1.645640373E-2,1.701900946E-2
6.496345917E0,1.045326842E-2,1.246988174E-2,1.885317743E-2,2.490403723E-2
6.506398917E0,-2.347761010E-2,-1.175139598E-2,1.705866694E-2,3.130960877E-2
6.516451917E0,-1.014645291E-2,-3.800516585E-3,2.619143307E-2,2.834405757E-2
6.526504917E0,-2.208725185E-2,-2.249058411E-3,2.110143185E-2,3.062964877E-2
6.536557917E0,2.825587022E-3,2.409071121E-3,2.484306514E-2,2.511902569E-2
6.546610917E0,7.947377486E-4,8.718746714E-3,1.750831783E-2,1.957522275E-2
6.556663917E0,-1.110681468E-2,-2.115659667E-3,2.349645138E-2,2.607528668E-2
6.566716917E0,-2.637921663E-3,1.373574911E-2,1.526415646E-2,2.070323421E-2
6.576769917E0,-7.592523301E-3,1.309627385E-2,9.873608351E-3,1.807337657E-2
6.586822917E0,-4.004694617E-3,6.391554885E-3,1.193416715E-3,7.636347051E-3
6.596875917E0,-1.281122551E-2,1.925986955E-2,1.586291134E-2,2.804820904E-2
6.606928917E0,1.050104999E-2,1.004375319E-2,2.095349729E-2,2.549898190E-2
6.616981917E0,5.742094821E-3,2.738985647E-2,1.825734615E-2,3.341416733E-2
6.627033917E0,-8.521271852E-3,1.511199181E-2,3.337356806E-2,3.761355361E-2
6.637086917E0,5.566331173E-3,1.228178412E-2,3.711578608E-2,3.948933831E-2
6.647139917E0,-1.059197991E-2,1.646364880E-2,1.855438471E-2,2.697233698E-2
6.657192917E0,-7.410867327E-3,1.872132272E-3,1.032033563E-2,1.284270848E-2
6.667245917E0,-1.159775810E-2,1.392051199E-2,2.094472647E-2,2.769422708E-2
6.677298917E0,-5.648137374E-3,1.566091745E-2,1.735044301E-2,2.404586583E-2
6.687351917E0,-7.165852432E-3,6.746992506E-3,3.281457424E-3,1.037493671E-2
6.697404917E0,1.753374122E-3,4.952947972E-3,1.480690420E-2,1.571147435E-2
6.707458417E0,6.649279480E-3,8.660740508E-3,2.812744617E-2,3.017241409E-2
6.717511417E0,-1.570975969E-4,2.649400821E-3,1.195931017E-2,1.225026956E-2
6.727564417E0,1.166348674E-2,1.061687169E-2,5.821487904E-3,1.681203762E-2
6.737617417E0,1.599608054E-2,-1.024340820E-3,5.523864627E-3,1.695396553E-2
6.747670417E0,-3.467504163E-4,2.106925389E-3,2.214223623E-2,2.224495439E-2
6.757723417E0,-6.042847557E-4,-1.617120579E-6,2.663289785E-2,2.663975245E-2
6.767776417E0,1.702130187E-3,2.087090537E-4,2.169200063E-2,2.175968056E-2
6.777828417E0,1.335486468E-2,1.987455809E-2,1.316149771E-2,2.732353367E-2
6.787881417E0,-7.208088287E-3,4.917024141E-3,1.480982780E-2,1.718908557E-2
6.797934417E0,-5.807478569E-3,2.517820196E-3,1.600792229E-2,1.721394208E-2
6.807987417E0,-1.760000719E-2,1.179428165E-2,1.331352532E-2,2.502229584E-2
6.818040417E0,8.787208816E-4,7.749762582E-3,1.780418694E-2,1.943759355E-2
6.828093417E0,-6.240441476E-3,1.123889666E-2,2.678434074E-2,2.970954084E-2
6.838146417E0,-1.143841919E-2,6.859386954E-3,1.795387566E-2,2.236582827E-2
6.848199417E0,-6.144467197E-3,6.015414465E-4,9.568383694E-3,1.138728658E-2
6.858252417E0,-5.518545602E-3,1.237042425E-3,1.211484611E-2,1.336989588E-2
6.868305417E0,-1.027098376E-2,6.374150282E-3,1.136581779E-2,1.659230885E-2
6.878358417E0,-1.746327485E-3,-3.951000161E-3,2.079328358E-2,2.123724803E-2
6.888411417E0,-9.343595939E-3,-9.009737056E-3,1.839826405E-2,2.251608907E-2
6.898464417E0,-9.673046570E-3,5.082874931E-4,1.405787587E-2,1.707190851E-2
6.908517417E0,-8.581311451E-3,3.539666813E-4,2.379816771E-3,8.912223431E-3
6.918570417E0,1.488379508E-2,9.768376742E-3,1.555067003E-2,2.363835609E-2
6.928623417E0,1.719013736E-3,1.089540929E-2,2.827538073E-2,3.035065250E-2
6.938675417E0,7.478568834E-3,-7.013113908E-3,2.558215320E-2,2.756010379E-2
6.948728417E0,-6.047336465E-4,-2.007294316E-3,2.483487904E-2,2.492320506E-2
6.958781417E0,-4.881579393E-3,1.253350675E-2,2.378939688E-2,2.732862991E-2
6.968834417E0,-2.268893691E-3,1.516676378E-3,1.869881094E-2,1.889692346E-2
6.978887417E0,-1.863248387E-2,7.012191145E-3,1.974487782E-2,2.803926675E-2
6.988940417E0,-7.993524665E-3,1.135146470E-2,2.558507681E-2,2.910924840E-2
6.998993417E0,-1.236160661E-2,1.624004762E-2,3.112239003E-2,3.721762520E-2
7.009046417E0,-7.699933341E-3,-8.474863004E-3,2.423436999E-2,2.680330139E-2
7.019099417E0,6.064497387E-3,1.118433483E-2,2.483254015E-2,2.790201650E-2
7.029152417E0,-2.242626245E-2,2.118442576E-2,1.525070786E-2,3.441367799E-2
7.039205417E0,-3.159854982E-2,9.497924745E-3,5.817979574E-3,3.350414618E-2
7.049258417E0,-7.876952084E-3,3.635122608E-3,3.423544765E-3,9.326368493E-3
7.059311417E0,-2.313658266E-2,-8.989015985E-3,1.060684919E-2,2.699276043E-2
7.069364417E0,-1.271525866E-3,7.583546340E-3,2.168206036E-2,2.300518843E-2
7.079417417E0,-2.972637072E-3,1.676359269E-2,2.587275982E-2,3.097183094E-2
7.089469417E0,-1.031165617E-2,8.801229000E-3,2.302925885E-2,2.672337269E-2
7.099522417E0,-9.467058984E-3,-5.667916266E-3,-2.117276788E-3,1.123536121E-2
7.109575417E0,-8.928525854E-3,2.739758575E-3,2.692233503E-2,2.849626246E-2
7.119628417E0,8.527518209E-3,7.681962289E-3,8.660311103E-3,1.437818138E-2
7.129681417E0,-9.135323713E-3,1.262042013E-2,1.629443586E-2,2.254412969E-2
7.139734417E0,-1.749794816E-2,1.241133649E-2,1.778956890E-2,2.786912673E-2
7.149787417E0,-1.689129154E-2,7.608570596E-3,1.973610699E-2,2.706880115E-2
7.159840417E0,-1.740202413E-2,9.054861115E-3,1.913559794E-2,2.740423438E-2
7.169893417E0,3.474832811E-4,1.486620775E-2,1.584303081E-2,2.172847217E-2
7.179946417E0,3.771263662E-3,6.517544109E-3,2.003373027E-2,2.140212978E-2
7.189999417E0,-8.372718884E-3,4.605468046E-3,1.719139874E-2,1.966867937E-2
7.200052417E0,-1.379241114E-2,1.036698544E-2,2.212761819E-2,2.805951673E-2
7.210105417E0,1.335391222E-2,-8.295737207E-6,6.558237076E-3,1.487741624E-2
7.220158417E0,1.000994212E-2,5.850148397E-3,2.137742043E-2,2.431907238E-2
7.230211417E0,1.001890938E-2,6.994631225E-3,2.616804421E-2,2.888026920E-2
7.240263417E0,-1.621868701E-2,-2.183021419E-4,1.472328901E-3,1.628684182E-2
7.250316417E0,6.998581807E-4,1.495145833E-2,3.569140434E-3,1.538748424E-2
7.260369417E0,1.859383743E-2,7.185213910E-3,1.614533186E-2,2.565209212E-2
7.270422417E0,1.387094170E-3,-2.235883903E-3,1.943848372E-2,1.961575531E-2
7.280475417E0,-8.295487101E-3,-1.150003879E-2,3.271517158E-3,1.455227896E-2
7.290528417E0,8.020526925E-4,5.952858394E-3,1.928937972E-2,2.020296962E-2
7.300581417E0,-4.211595545E-3,-9.235311672E-4,1.015836775E-2,1.103552818E-2
7.310634417E0,-1.307090584E-2,-2.769707283E-3,2.243108869E-2,2.610887967E-2
7.320687417E0,-1.703877042E-2,1.105089040E-2,2.976525128E-2,3.603348526E-2
7.330740417E0,-1.170917040E-2,8.415815262E-3,1.075595319E-2,1.798947323E-2
7.340793417E0,-7.573563819E-3,-4.261934990E-3,1.449758649E-2,1.690275045E-2
7.350846417E0,-4.870662116E-3,-1.596655324E-4,5.816810131E-3,7.588420299E-3
7.360899417E0,-7.625601754E-3,8.575325478E-3,2.423027694E-2,2.681030268E-2
7.370952417E0,-2.276183581E-4,2.013805739E-2,1.539805770E-2,2.535139732E-2
7.381005417E0,4.249999875E-3,9.478802523E-3,1.405144393E-2,1.747436044E-2
7.391058417E0,8.928919285E-3,3.483332545E-3,2.917000473E-2,3.070420787E-2
7.401111417E0,1.092744249E-3,1.197593819E-2,2.887121201E-2,3.127561459E-2
7.411163417E0,4.127616338E-3,-1.611492634E-3,3.051720321E-2,3.083721481E-2
7.421216417E0,1.715019043E-3,-1.122312745E-2,2.453023911E-2,2.703021477E-2
7.431269417E0,-1.583422116E-2,-2.128651449E-3,2.273222029E-2,2.778502395E-2
7.441322417E0,-6.175158798E-3,-1.889582556E-3,1.659556746E-2,1.780775022E-2
7.451375417E0,-1.524885549E-2,6.766151274E-3,1.045891464E-2,1.969003027E-2
7.461428417E0,-1.052578417E-2,-9.939352982E-4,1.854152083E-2,2.134403979E-2
7.471481417E0,-1.833345589E-2,1.333185269E-2,8.960273266E-3,2.437499534E-2
7.481534417E0,-3.341841917E-3,1.946538091E-3,1.688909769E-2,1.732623845E-2
7.491587417E0,-1.854428341E-2,-2.164657507E-3,1.060334086E-2,2.147107419E-2
7.501640417E0,-3.184696569E-3,2.625144012E-3,-1.374095678E-3,4.349920948E-3
7.511693417E0,-2.698343386E-2,1.316948282E-2,2.691590309E-2,4.032377487E-2
7.521746417E0,-5.752494185E-3,1.882702027E-2,2.182707131E-2,2.939334829E-2
7.531799417E0,1.821776096E-2,-1.339916876E-3,1.434205055E-2,2.322448289E-2
7.541852417E0,6.326891189E-3,8.566700835E-3,1.179675758E-2,1.589280984E-2
7.551905417E0,1.098621929E-2,5.672703674E-3,3.262746334E-3,1.278757580E-2
7.561958417E0,9.402062243E-4,-1.149819327E-2,1.583601415E-2,1.959264608E-2
7.572010417E0,-8.780173314E-3,-9.972883109E-4,1.808134496E-2,2.012513511E-2
7.582063417E0,-1.089179703E-2,7.353540631E-3,1.239141941E-2,1.806247706E-2
7.592116417E0,-7.402303212E-3,-2.934973352E-3,6.702663302E-3,1.040835514E-2
7.602169417E0,-4.192723999E-3,3.284920072E-3,1.763052464E-2,1.841751974E-2
7.612222417E0,-1.018001501E-2,1.118234312E-3,1.059632421E-2,1.473652742E-2
7.622275417E0,-6.573799292E-4,-5.404544882E-3,2.213171124E-3,5.877021370E-3
7.632328417E0,-2.074240824E-2,-7.575204922E-3,9.846126437E-3,2.417803621E-2
7.642381417E0,-2.220521486E-2,-4.787691040E-3,1.598394871E-2,2.777553183E-2
7.652434417E0,-1.599654763E-2,1.140481140E-3,1.119274020E-2,1.955678058E-2
7.662487417E0,-1.533447608E-2,-1.252290867E-3,2.975414157E-2,3.349661669E-2
7.672540417E0,-4.581172979E-3,7.133767549E-3,1.642950654E-2,1.848800883E-2
7.682593417E0,9.397303528E-3,6.379102143E-3,5.951296091E-3,1.282264337E-2
7.692646417E0,3.394584202E-4,1.602792160E-2,3.108379841E-3,1.633008046E-2
7.702698583E0,-3.952150761E-3,1.907228356E-2,1.762760103E-2,2.626982706E-2
7.712751583E0,-2.381220331E-2,1.774930534E-2,2.092250705E-2,3.632919167E-2
7.722804583E0,-8.101694872E-4,-3.737604199E-3,1.044546604E-2,1.112357050E-2
7.732857583E0,-3.514758474E-3,1.003193085E-2,7.002625465E-3,1.272909766E-2
7.742909583E0,3.354451689E-3,1.055924920E-2,1.987702489E-2,2.275623449E-2
7.752962583E0,2.271474717E-2,1.003312770E-2,2.212352514E-2,3.325768716E-2
7.763015583E0,-3.747075661E-3,3.146267971E-3,3.020671606E-2,3.060041296E-2
7.773068583E0,-3.628242423E-3,1.286051229E-2,2.287196875E-2,2.648931622E-2
7.783121583E0,1.545960992E-3,1.416496214E-2,-4.971302748E-3,1.509138824E-2
7.793174583E0,-2.601139593E-2,1.023439069E-2,2.062371433E-2,3.473720000E-2
7.803227583E0,-1.780891154E-2,1.109729354E-2,8.798890114E-3,2.275363095E-2
7.813280583E0,-9.308849545E-3,-6.118526459E-3,2.646215916E-2,2.871126805E-2
7.823333583E0,6.732686813E-3,-2.763056075E-3,2.406830907E-2,2.514452330E-2
7.833386583E0,-1.077260405E-2,2.467150418E-3,1.254227757E-2,1.671659523E-2
7.843439583E0,-1.821501537E-4,-4.505480658E-3,1.718379736E-2,1.776556856E-2
7.853492583E0,-5.539779446E-3,-3.877334381E-3,1.942912817E-2,2.057216322E-2
7.863545583E0,6.767054623E-3,-8.545321953E-3,2.511729956E-2,2.738054588E-2
7.873598583E0,5.425507493E-3,1.997862940E-2,1.718262792E-2,2.690398607E-2
7.883651583E0,6.784440953E-3,-4.502721503E-4,1.718379736E-2,1.848010486E-2
7.893704583E0,-7.958089054E-3,-2.582614655E-3,1.104714453E-2,1.385786716E-2
7.903757583E0,-4.412670956E-3,3.866480486E-3,2.167504370E-2,2.245504077E-2
7.913809583E0,-1.358336519E-2,1.053120084E-3,8.801229000E-3,1.621969493E-2
7.923862583E0,-2.336945088E-3,7.260880535E-3,2.556753516E-2,2.668108980E-2
7.933915583E0,9.788204741E-3,9.517924050E-3,1.299368262E-2,1.884769531E-2
7.943968583E0,8.948134583E-3,1.081689214E-3,6.407963634E-3,1.105898558E-2
7.954021583E0,-5.869256915E-3,1.186606536E-2,2.366368175E-3,1.344809957E-2
7.964074583E0,1.088079010E-2,1.170695714E-2,1.254286230E-2,2.031668854E-2
7.974127583E0,-2.078787091E-3,2.812181823E-3,2.661243260E-2,2.684122373E-2
7.984180583E0,-7.301929817E-3,-1.655310206E-4,1.134184420E-2,1.349010784E-2
7.994233583E0,-1.324523966E-2,-1.730800501E-2,1.313693941E-2,2.544764406E-2
8.004286583E0,8.156420442E-3,1.664766250E-3,1.927476168E-2,2.099559665E-2
8.014339583E0,1.756190665E-3,9.867085051E-3,-5.725008845E-3,1.154206651E-2
8.024392583E0,-1.041441070E-2,7.714487426E-3,1.852280974E-2,2.260680754E-2
8.034445583E0,2.695014813E-3,5.628219154E-4,9.692929387E-3,1.007634624E-2
8.044498583E0,1.781309709E-3,9.184212489E-3,1.463148773E-2,1.736672843E-2
8.054551583E0,7.784014475E-3,1.163603224E-2,2.899809659E-2,3.220058591E-2
8.064604583E0,-4.101447764E-3,-4.359336812E-3,2.615401089E-2,2.683016916E-2
8.074657583E0,5.004409323E-4,-1.020320859E-2,2.870105803E-2,3.046484267E-2
8.084710583E0,-6.205972597E-3,-3.506109277E-3,6.847089529E-3,9.883801554E-3
8.094762583E0,-4.115896497E-3,4.927613083E-3,6.250088811E-3,8.960222364E-3
8.104815583E0,1.095325332E-2,6.162471939E-3,1.178798676E-2,1.723097358E-2
8.114868583E0,-6.272279109E-3,4.519258160E-4,2.496059418E-2,2.574057078E-2
8.124921583E0,-1.266037077E-2,6.088230573E-3,2.181830049E-2,2.594975483E-2
8.134974583E0,-1.700845826E-3,3.419698393E-3,1.837487519E-2,1.876761178E-2
8.145027583E0,-1.341996863E-2,7.183953105E-3,1.493144989E-2,2.132259215E-2
8.155080583E0,-2.553938173E-2,7.195327766E-3,9.842033386E-3,2.830014809E-2
8.165133583E0,5.889539444E-4,8.215292310E-3,1.627923310E-2,1.824421346E-2
8.175186583E0,-3.779311577E-3,2.067807516E-2,8.796551228E-3,2.278695464E-2
8.185239583E0,2.194409999E-4,7.002323968E-3,1.029636204E-2,1.245374508E-2
8.195292583E0,-7.940040344E-3,6.700890865E-3,1.314044774E-2,1.675164308E-2
8.205345583E0,3.196568016E-3,1.291213224E-2,1.299192846E-2,1.859385412E-2
8.215398583E0,1.032530348E-2,1.723584672E-2,2.182414770E-2,2.966445224E-2
8.225451583E0,-2.977912700E-3,7.807458155E-3,5.954804420E-3,1.026080224E-2
8.235504583E0,8.248614016E-3,3.976545185E-3,4.010020494E-3,9.996639894E-3
8.245557583E0,-7.417022892E-3,7.833514810E-3,1.613539159E-2,1.940945761E-2
8.255610583E0,-5.788154206E-3,9.349633874E-3,2.002905250E-2,2.284909903E-2
8.265662583E0,-3.382346448E-3,1.250127397E-2,6.255351305E-3,1.438233425E-2
8.275715583E0,-3.367399503E-3,9.171878519E-3,1.328896701E-2,1.649422260E-2
8.285768583E0,9.301999338E-4,2.508762494E-2,1.059632421E-2,2.724951896E-2
8.295821583E0,-9.978272797E-4,9.121172195E-3,2.197383642E-2,2.381262120E-2
8.305874583E0,-2.623098914E-3,-4.901519883E-3,1.508990943E-2,1.608138401E-2
8.315927583E0,-2.371081579E-2,7.656380720E-4,1.718613625E-2,2.929423605E-2
8.325980583E0,-2.531351247E-2,3.498188127E-3,1.628741920E-2,3.030332091E-2
8.336033583E0,2.172696001E-3,9.629505370E-3,1.149738014E-2,1.515380255E-2
8.346086583E0,-1.706533757E-2,9.239359042E-3,1.643593848E-2,2.543091771E-2
8.356139583E0,1.187069573E-3,4.481543619E-3,-7.816557884E-3,9.088011033E-3
8.366192583E0,4.256451798E-3,2.715520039E-3,1.373861790E-2,1.463697553E-2
8.376245583E0,-1.187685415E-2,-2.634992916E-3,7.453445792E-3,1.426733004E-2
8.386298583E0,-5.388304512E-4,1.239248835E-2,1.165350080E-3,1.245881803E-2
8.396351583E0,1.958719485E-2,1.817113627E-3,4.310567379E-3,2.013805093E-2
8.406404583E0,1.907137679E-2,7.020176249E-3,1.074542820E-2,2.298835606E-2
8.416457583E0,-2.295059695E-3,1.383581872E-2,8.648031950E-3,1.647682115E-2
8.426510583E0,7.310642967E-3,6.765721869E-3,1.209379613E-2,1.566781408E-2
8.436563583E0,1.396376197E-2,8.445535563E-3,2.556753516E-2,3.033170904E-2
8.446616583E0,-6.038470996E-3,1.357893409E-2,1.329481423E-2,1.993997664E-2
8.456669583E0,-2.641801439E-3,1.093138793E-2,1.299485207E-2,1.718547460E-2
8.466721583E0,-3.602955499E-3,1.033915635E-2,1.584127665E-2,1.925682965E-2
8.476774583E0,-5.938718867E-3,9.063960845E-3,2.287547708E-2,2.531227409E-2
8.486827583E0,-1.648754815E-2,-5.168207735E-3,3.514995217E-2,3.916718975E-2
8.496880583E0,-1.285577741E-2,6.265309844E-3,1.763578713E-2,2.270564044E-2
8.506933583E0,-7.081949455E-3,-6.516813207E-4,2.369876504E-3,7.496333189E-3
8.516986583E0,-3.441958926E-3,1.251493271E-2,1.119975686E-2,1.714366284E-2
8.527039583E0,-5.604287111E-5,2.365633618E-2,1.419470072E-2,2.758831113E-2
8.537092583E0,-4.822820015E-3,1.059024858E-2,1.704171002E-2,2.063571754E-2
8.547145583E0,7.009937340E-3,1.571393525E-3,2.672177553E-3,7.664791713E-3
8.557198583E0,-6.605302594E-3,8.080221629E-3,2.333039045E-2,2.555830829E-2
8.567251583E0,-4.472113556E-3,1.520868100E-2,2.123357892E-2,2.649846507E-2
8.577304583E0,-1.065195955E-2,4.106481280E-4,1.015602887E-2,1.472337585E-2
8.587357583E0,-1.400509561E-2,8.669091063E-3,1.000809431E-2,1.927324038E-2
8.597410583E0,-1.053674085E-2,-7.638775120E-3,1.704346418E-2,2.144419419E-2
8.607463583E0,-2.488770841E-3,3.578313254E-4,2.737081647E-2,2.748606225E-2
8.617516583E0,-1.397107555E-2,1.638739745E-2,1.045599103E-2,2.393878643E-2
8.627569583E0,-1.329341295E-2,8.514642343E-3,6.565253735E-3,1.709726641E-2
8.637622583E0,-7.960383401E-3,1.689836187E-2,1.928879499E-2,2.685106981E-2
8.647675583E0,-8.512754560E-3,1.545692272E-2,3.271517158E-3,1.794676223E-2
8.657727583E0,1.146596620E-2,-6.544514392E-3,1.839007795E-2,2.263833069E-2
8.667780583E0,-4.410413440E-3,1.241674516E-2,2.482493877E-2,2.810524670E-2
8.677833583E0,1.556748762E-2,1.587552854E-2,1.644003153E-2,2.765237266E-2
8.687886583E0,8.730893962E-3,9.580562348E-3,5.662443638E-3,1.414492673E-2
8.697939583E0,-1.124422211E-3,5.388428494E-3,1.920225620E-3,5.829815896E-3
8.707993083E0,1.294991387E-3,1.521427240E-3,3.264500499E-3,3.827362936E-3
8.718046083E0,8.811495317E-3,-7.416288564E-3,1.868185401E-2,2.194665020E-2
8.728099083E0,-3.119876986E-3,1.184833185E-2,1.898181617E-2,2.259260820E-2
8.738152083E0,-1.154855355E-2,1.942546452E-2,5.712729692E-4,2.260628483E-2
8.748205083E0,-8.505766452E-3,4.675835632E-3,3.715905547E-3,1.039324087E-2
8.758258083E0,-8.199083417E-3,1.480716001E-3,9.704039097E-3,1.279006894E-2
8.768311083E0,-1.352323479E-2,1.280507337E-2,8.058632612E-3,2.029259330E-2
8.778364083E0,-5.873154107E-3,-1.585673522E-2,1.239843607E-2,2.096786131E-2
8.788417083E0,-8.684660416E-3,-3.270831937E-3,1.569100320E-2,1.822989988E-2
8.798470083E0,-1.431226059E-2,-1.201018095E-3,2.781637430E-2,3.130549356E-2
8.808523083E0,-5.385675050E-3,3.266711477E-3,1.045306742E-2,1.220424181E-2
8.818576083E0,-2.626348630E-2,3.844388975E-3,8.956180215E-3,2.801362532E-2
8.828629083E0,5.686895163E-3,6.713517196E-3,7.012565732E-3,1.125114074E-2
8.838682083E0,4.463493481E-3,4.040279835E-3,1.030747175E-2,1.193694304E-2
8.848735083E0,-8.622962584E-3,1.844202681E-2,3.124167323E-3,2.059670502E-2
8.858788083E0,-8.771225475E-3,2.322587147E-2,1.404910505E-2,2.852635369E-2
8.868841083E0,-9.792783157E-3,7.369437749E-3,1.778898418E-2,2.160220296E-2
8.878893083E0,3.002033035E-3,1.252535719E-2,2.048221171E-2,2.419540807E-2
8.888946083E0,6.007921578E-3,2.210147018E-2,1.134886086E-2,2.556103966E-2
8.898999083E0,-1.115568347E-2,1.137073310E-2,1.883271217E-2,2.466604737E-2
8.909052083E0,-6.389826987E-3,1.402417216E-2,6.708510518E-3,1.680807565E-2
8.919105083E0,6.439677355E-3,1.195151693E-2,-1.319775045E-2,1.893380095E-2
8.929158083E0,-1.252050926E-2,-7.991499268E-4,2.816603780E-3,1.285826775E-2
8.939211083E0,-3.171251114E-3,1.931751944E-2,8.953256607E-3,2.152636046E-2
8.949264083E0,5.238654121E-5,8.867247719E-3,1.434146583E-2,1.686144919E-2
8.959317083E0,-1.509034169E-3,-3.883702364E-3,4.315245152E-3,5.998472213E-3
8.969370083E0,-1.454299263E-2,-1.953317206E-3,1.404735088E-2,2.031359519E-2
8.979423083E0,4.058527831E-3,-8.541950667E-3,1.239843607E-2,1.559351745E-2
8.989476083E0,-1.220193879E-2,3.207325693E-3,9.253803492E-3,1.564631354E-2
8.999529083E0,-5.933639099E-3,1.293444302E-2,7.457538843E-3,1.606619976E-2
9.009582083E0,1.881308089E-3,3.034459158E-2,2.272520363E-2,3.795745564E-2
9.019635083E0,9.224678762E-3,1.583898344E-2,8.055709004E-3,2.002155194E-2
9.029688083E0,1.200380383E-2,1.712395476E-2,2.242407203E-2,3.066203091E-2
9.039741083E0,-7.526653046E-3,2.417927826E-2,1.808076024E-2,3.111594276E-2
9.049794083E0,-1.718450571E-3,1.164716022E-2,5.653672814E-3,1.306037633E-2
9.059847083E0,2.493541689E-3,4.297822276E-3,1.013965666E-2,1.129166346E-2
9.069900083E0,-7.585266815E-3,3.311104635E-3,1.927008390E-2,2.097226312E-2
9.079953083E0,-1.451982532E-2,2.750649014E-3,1.304513812E-3,1.483553685E-2
9.090006083E0,-9.380734895E-3,-4.441033378E-3,-8.724630475E-3,1.355876623E-2
9.100059083E0,-1.273835002E-2,-1.507217593E-2,-1.755626500E-2,2.641322564E-2
9.110112083E0,-8.973864616E-3,-8.825129494E-3,-2.638731480E-2,2.923531322E-2
9.120164083E0,1.694483268E-3,-1.956109252E-2,-1.051621735E-2,2.227326742E-2
9.130217083E0,4.441891046E-3,-1.790313279E-2,-3.327065706E-4,1.844893638E-2
9.140270083E0,3.688721134E-3,-2.471660083E-2,7.307265401E-3,2.603676531E-2
9.150323083E0,1.413695147E-2,-7.837781450E-3,1.224933207E-2,2.028128080E-2
9.160376083E0,9.450034678E-3,7.275215350E-3,1.090505719E-2,1.616020378E-2
9.170429083E0,-7.110838926E-3,4.039019030E-3,2.542603254E-2,2.670881570E-2
9.180482083E0,-1.472503861E-2,1.617534452E-2,1.943848372E-2,2.926300021E-2
9.190535083E0,7.645644456E-3,3.071992801E-2,1.434848249E-2,3.475699650E-2
9.200588083E0,-1.771730554E-2,2.937169712E-2,1.075595319E-2,3.594843580E-2
9.210641083E0,-1.118767985E-2,2.927836094E-2,2.198202252E-2,3.828310220E-2
9.220694083E0,8.681271430E-3,3.281576196E-2,1.434614360E-2,3.685173731E-2
9.230747083E0,5.124782594E-4,3.216107480E-2,2.108330548E-2,3.845910993E-2
9.240800083E0,-1.788659842E-2,3.832959495E-3,1.284867167E-2,2.235420196E-2
9.250853083E0,-1.308326608E-2,9.325020751E-3,1.569334209E-2,2.245904827E-2
9.260906083E0,-2.011098432E-2,4.648572989E-3,2.437119484E-2,3.193769026E-2
9.270959083E0,-1.580821818E-2,-1.324843850E-2,1.029928565E-2,2.305420069E-2
9.281012083E0,8.187928026E-3,-1.415458334E-2,2.515472174E-3,1.654454578E-2
9.291065083E0,6.718754566E-3,-5.958175706E-3,1.643944681E-2,1.873224311E-2
