"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.088403542E0,-9.805036043E-3,-3.889640942E-3,1.052557290E-2,1.490153426E-2
3.098456542E0,-5.016526735E-3,2.889730521E-3,1.920693398E-2,2.006046848E-2
3.108508542E0,-9.246621238E-3,9.330146201E-4,1.756035805E-2,1.986798166E-2
3.118561542E0,-6.284690166E-3,6.326066069E-3,2.729012489E-2,2.871005676E-2
3.128614542E0,1.011928848E-2,1.597481243E-2,1.037413001E-2,2.156889439E-2
3.138667542E0,5.627511092E-3,5.810067561E-3,6.631911993E-3,1.045982901E-2
3.148720542E0,8.786900467E-4,1.156296032E-2,1.366611242E-2,1.792307943E-2
3.158773542E0,1.045028543E-2,1.396865102E-2,1.217156410E-2,2.127154553E-2
3.168826542E0,1.649313498E-2,8.189573698E-4,2.773860633E-2,3.228195276E-2
3.178879542E0,-3.514154908E-3,-7.818366867E-3,2.190250039E-2,2.352011200E-2
3.188932542E0,-4.691371581E-3,2.721714433E-3,1.876020670E-2,1.952849334E-2
3.198985542E0,-4.804362457E-3,1.434451735E-2,1.352227092E-2,2.029036440E-2
3.209038542E0,-4.095920032E-3,2.695913594E-3,3.118495524E-2,3.156811594E-2
3.219091542E0,-3.295109302E-3,1.594102649E-2,2.115464151E-2,2.669256316E-2
3.229144542E0,-1.303708221E-2,-9.331790730E-5,3.268125772E-2,3.518577592E-2
3.239197542E0,1.087336574E-2,-4.970261212E-3,1.906075358E-2,2.249990903E-2
3.249249542E0,-2.439105196E-3,-8.581337146E-4,2.175398111E-2,2.190710665E-2
3.259302542E0,2.696162272E-3,-6.750811469E-3,2.908697426E-2,2.998157465E-2
3.269355542E0,3.637211960E-3,-7.322577797E-3,2.534475625E-2,2.663092423E-2
3.279408542E0,-5.344053609E-3,5.333757028E-3,8.430515528E-3,1.131730821E-2
3.289461542E0,-7.900826026E-4,6.192311011E-3,1.291942298E-2,1.434853430E-2
3.299514542E0,1.008997589E-2,-8.701168522E-3,1.097463906E-2,1.726153671E-2
3.309567542E0,-2.702769797E-3,7.113612927E-3,9.778298736E-3,1.239046325E-2
3.319620542E0,1.648395188E-4,6.331328563E-3,2.220070839E-2,2.308645374E-2
3.329673542E0,9.781097862E-3,-1.124182027E-3,2.459514320E-2,2.649254102E-2
3.339726542E0,-2.515211219E-3,2.514229640E-3,2.085234046E-2,2.115343331E-2
3.349779542E0,6.890278982E-3,-2.035963945E-3,2.040152013E-2,2.162968140E-2
3.359832542E0,-1.665491156E-3,-1.922637597E-3,1.875552893E-2,1.892723597E-2
3.369885542E0,-1.765684167E-2,-2.755317651E-3,2.893553138E-2,3.400912832E-2
3.379937542E0,-4.552355742E-4,-1.440936662E-3,7.977356315E-3,8.119221124E-3
3.389990542E0,-2.930899944E-2,-1.325064948E-2,1.636226356E-2,3.608768250E-2
3.400043542E0,-7.794832395E-3,7.882686239E-3,9.026931524E-3,1.429621094E-2
3.410096542E0,8.896169167E-3,-2.421496455E-3,1.695984900E-2,1.930393610E-2
3.420149542E0,-2.307824641E-3,-7.167443857E-3,2.579089880E-2,2.686761558E-2
3.430202542E0,-7.825277887E-3,8.269406464E-3,2.968280554E-2,3.179130387E-2
3.440255542E0,-1.009151421E-2,1.158792062E-2,2.504187047E-2,2.938050102E-2
3.450308542E0,-9.514489096E-4,-5.516811423E-3,1.411517859E-2,1.518481906E-2
3.460361542E0,4.243746381E-3,9.144588467E-3,2.279946327E-2,2.492886694E-2
3.470414542E0,-1.920322979E-3,-5.416385494E-3,2.699133217E-2,2.759632013E-2
3.480467542E0,3.894445481E-3,-6.435902361E-3,1.696452677E-2,1.855755139E-2
3.490520542E0,4.887621897E-3,-1.097047292E-3,8.280826807E-3,9.678039738E-3
3.500573542E0,5.458748115E-3,4.291819744E-3,6.931289434E-3,9.811239520E-3
3.510626542E0,-1.382490544E-2,5.870823786E-3,3.162875891E-2,3.501389685E-2
3.520678542E0,-5.833961202E-3,-1.869738568E-3,3.028331459E-2,3.089676630E-2
3.530731542E0,1.436711821E-2,-2.158536203E-3,2.444486976E-2,2.843633277E-2
3.540784542E0,-5.221812541E-3,5.579358358E-3,2.998218298E-2,3.094071528E-2
3.550837542E0,1.338411903E-2,3.156400099E-3,3.222751379E-2,3.503869502E-2
3.560890542E0,-1.348186003E-2,-5.374961626E-3,2.144992590E-2,2.589884329E-2
3.570943542E0,-2.893951765E-3,4.711083379E-3,1.486537635E-2,1.586028617E-2
3.580996542E0,-7.717170065E-3,1.675026286E-3,2.518980503E-2,2.639861179E-2
3.591049542E0,-7.477329727E-4,-1.360709209E-2,2.458871126E-2,2.811257337E-2
3.601102542E0,-1.097941276E-2,-3.036221545E-3,1.919874787E-2,2.232393482E-2
3.611155542E0,4.261599232E-3,1.553184930E-3,1.545477569E-2,1.610663537E-2
3.621208542E0,3.698819001E-3,4.983709808E-3,1.620321929E-2,1.735116541E-2
3.631261542E0,-5.473490636E-3,-2.660154216E-3,7.371584773E-3,9.559068064E-3
3.641314542E0,-6.675850621E-3,5.626227446E-3,1.815092683E-2,2.014143891E-2
3.651366542E0,-6.842804045E-3,4.678156245E-3,2.937816560E-2,3.052516547E-2
3.661419542E0,4.735655103E-4,-2.002653088E-3,3.267073274E-2,3.273548016E-2
3.671472542E0,-1.224905570E-2,6.658809185E-3,1.380761504E-2,1.962216447E-2
3.681525542E0,-1.422775604E-3,1.156476930E-2,2.353796661E-2,2.626412099E-2
3.691578542E0,9.701997139E-3,1.276085380E-2,2.069388092E-2,2.617641774E-2
3.701631542E0,8.211593547E-4,2.997410651E-3,1.845147371E-2,1.871137770E-2
3.711684542E0,6.428348375E-3,-3.153019678E-3,1.261419833E-2,1.450459222E-2
3.721737542E0,3.299290290E-3,6.878372133E-3,1.126699984E-2,1.360671176E-2
3.731790542E0,-6.962815291E-3,-1.004222743E-3,1.912039518E-4,7.037458281E-3
3.741843542E0,-4.842070146E-3,-3.037464079E-3,2.144875646E-2,2.219731932E-2
3.751896542E0,-1.587785144E-2,1.068030484E-3,3.102766514E-2,3.487065900E-2
3.761949542E0,-1.806600059E-3,6.113647688E-3,1.965190709E-2,2.066005673E-2
3.772002542E0,-7.727220537E-3,-3.097288404E-3,1.530976474E-2,1.742676187E-2
3.782055542E0,-1.469066538E-3,-1.364332655E-2,1.815268099E-2,2.275562223E-2
3.792107542E0,-1.558795288E-2,9.777476471E-3,8.124706149E-3,2.011452637E-2
3.802160542E0,-1.949189666E-2,8.536478039E-3,6.179337502E-3,2.215828749E-2
3.812213542E0,1.888289202E-3,1.737447141E-2,2.653934240E-2,3.177695058E-2
3.822266542E0,1.406503643E-2,9.438685142E-4,5.884053111E-3,1.527541222E-2
3.832319542E0,6.686890667E-4,9.780400079E-3,1.995479286E-2,2.223279399E-2
3.842372542E0,1.667636297E-2,8.851807415E-3,3.732160807E-2,4.182532731E-2
3.852425542E0,-5.861413994E-3,1.831439305E-3,2.220304728E-2,2.303661547E-2
3.862478542E0,-1.218736415E-2,3.236890677E-3,3.986514688E-2,4.181195094E-2
3.872531542E0,-1.250359116E-3,-4.795392919E-3,2.684164345E-2,2.729529290E-2
3.882584542E0,-2.902983829E-3,9.254132397E-4,2.579557657E-2,2.597490088E-2
3.892637542E0,4.103706851E-4,3.251526989E-3,7.831760645E-3,8.489835491E-3
3.902690542E0,-2.615300819E-3,-8.254057523E-3,5.885222554E-3,1.046924584E-2
3.912743542E0,-6.573267960E-3,-5.994784757E-3,1.725922644E-2,1.941716234E-2
3.922796542E0,-8.638002034E-3,-8.665390871E-3,1.606113195E-2,2.019069186E-2
3.932848542E0,2.714056237E-3,-1.634724353E-2,1.830470860E-2,2.469131080E-2
3.942901542E0,1.000568690E-2,1.205895038E-2,3.783148527E-3,1.611968571E-2
3.952954542E0,8.334688000E-3,4.024547171E-3,2.069972813E-2,2.267471607E-2
3.963007542E0,8.175088135E-3,-1.101207951E-2,2.025183141E-2,2.445883556E-2
3.973060542E0,-1.313818822E-3,4.835555982E-3,4.420202672E-2,4.448514233E-2
3.983113542E0,9.410134284E-3,8.494853172E-3,3.432432532E-2,3.659060626E-2
3.993166542E0,-3.610555166E-3,2.253946317E-2,3.133055091E-2,3.876424808E-2
4.003219542E0,7.595998512E-5,3.076293245E-3,2.204985023E-2,2.226354071E-2
4.013272542E0,6.711326204E-3,2.469078172E-3,2.414081454E-2,2.517771183E-2
4.023325542E0,-2.809926591E-3,8.569368627E-3,2.818065584E-2,2.958849657E-2
4.033378542E0,-1.591888359E-2,1.263897590E-2,2.323858917E-2,3.087372010E-2
4.043431542E0,-1.662822279E-2,-3.291616961E-3,6.319670677E-3,1.809062666E-2
4.053484542E0,-1.431042534E-2,1.202183884E-2,1.574947536E-2,2.444092585E-2
4.063536542E0,-2.025959268E-2,2.196250744E-3,2.697554469E-2,3.380761193E-2
4.073589542E0,-4.908937967E-3,-2.274073530E-3,2.233460963E-2,2.298051065E-2
4.083642542E0,-6.841597486E-3,1.600912828E-3,3.430970728E-2,3.502179881E-2
4.093695542E0,3.911666216E-3,-1.202825250E-2,2.158675075E-2,2.501934848E-2
4.103748542E0,2.622979172E-2,-2.862939309E-2,5.569472909E-3,3.922579701E-2
4.113801542E0,3.320506147E-3,1.204690877E-3,1.829009056E-3,3.977727405E-3
4.123854542E0,9.692764934E-3,1.553111840E-3,1.949403226E-2,2.182611148E-2
4.133907542E0,7.315088050E-4,2.128642313E-3,7.970924377E-3,8.282623899E-3
4.143960542E0,-2.241016205E-2,-2.994596679E-3,2.189489901E-2,3.147331529E-2
4.154013542E0,-1.039644422E-2,-6.608979944E-3,3.147731602E-2,3.380216106E-2
4.164066542E0,-9.975836410E-3,1.142483812E-2,2.324560583E-2,2.775612416E-2
4.174119542E0,-9.894392233E-3,6.720332857E-3,3.596563876E-2,3.790236197E-2
4.184172542E0,-3.184447320E-3,-1.051084522E-2,2.428524077E-2,2.665317038E-2
4.194225542E0,-1.609278915E-2,-6.578391697E-3,2.308948517E-2,2.890289648E-2
4.204277542E0,-1.471061243E-2,6.960470695E-3,2.982664704E-2,3.397762711E-2
4.214330542E0,-1.265068747E-2,2.222491952E-2,2.219310701E-2,3.386031511E-2
4.224383542E0,-7.456916434E-3,8.797135949E-3,1.237855554E-3,1.159859862E-2
4.234436542E0,-1.729920221E-2,4.314751793E-3,2.803213656E-2,3.322168208E-2
4.244489542E0,-1.046675013E-2,7.978233397E-3,1.980276525E-2,2.377718608E-2
4.254542542E0,-1.613114665E-2,-8.663271256E-3,3.986397743E-2,4.386801634E-2
4.264595542E0,3.711361964E-3,-1.936963275E-3,6.930119991E-3,8.096455857E-3
4.274648542E0,6.906816781E-3,8.062469848E-3,5.136778951E-3,1.179381347E-2
4.284701542E0,1.200612559E-2,-8.758361600E-3,2.130666912E-2,2.597749215E-2
4.294754542E0,-3.503777528E-3,4.756344482E-5,2.414900064E-2,2.440190467E-2
4.304807542E0,3.367736689E-3,3.378850110E-3,2.684515178E-2,2.726573771E-2
4.314860542E0,-1.555795621E-3,4.476774484E-5,2.534884930E-2,2.539658766E-2
4.324913542E0,1.627206569E-2,5.754665192E-3,1.456833780E-2,2.258611874E-2
4.334966542E0,6.045051398E-3,1.306856353E-2,2.339821815E-2,2.747374405E-2
4.345018542E0,-2.211525453E-3,3.966897279E-3,2.609203041E-2,2.648435707E-2
4.355071542E0,-9.233208045E-3,1.639460597E-2,2.295090616E-2,2.967792663E-2
4.365124542E0,-1.034643796E-2,1.707511224E-2,2.669195473E-2,3.333269692E-2
4.375177542E0,-1.216229764E-2,1.009170949E-2,2.579265296E-2,3.024938068E-2
4.385230542E0,-8.911815608E-3,9.228861462E-3,7.378016710E-3,1.479957675E-2
4.395283542E0,9.782172516E-3,6.573330201E-3,1.426077425E-2,1.850052030E-2
4.405336542E0,1.238901771E-2,9.770514630E-4,2.294096589E-2,2.609080883E-2
4.415389542E0,8.189614811E-3,-9.708680324E-3,9.018745422E-3,1.557774160E-2
4.425442542E0,2.568310104E-3,-2.811341286E-3,2.443668365E-2,2.473158638E-2
4.435495542E0,1.179930888E-2,4.327889755E-3,1.875143588E-2,2.257367199E-2
4.445548542E0,7.313593984E-3,1.178042192E-2,2.189314485E-2,2.591479865E-2
4.455601542E0,1.123265887E-2,5.652923640E-3,3.521251738E-2,3.739050082E-2
4.465654542E0,3.764815450E-3,5.342783667E-3,3.207197785E-2,3.273119210E-2
4.475706542E0,-4.530535178E-3,-9.090812355E-3,2.713341951E-2,2.897224660E-2
4.485759542E0,-1.328563684E-2,9.857930504E-3,3.267014802E-2,3.662001518E-2
4.495812542E0,-4.599458661E-3,-7.336391844E-3,2.458695710E-2,2.606714646E-2
4.505865542E0,-1.323054739E-2,1.026729042E-2,1.695107818E-2,2.382863169E-2
4.515918542E0,-2.365578800E-2,-6.489751562E-3,2.278893828E-2,3.348206818E-2
4.525971542E0,-9.416569076E-3,-2.127070874E-3,3.029442430E-3,1.011799017E-2
4.536024542E0,-5.643537831E-3,1.657959726E-2,2.368882477E-2,2.946002348E-2
4.546077542E0,8.504986443E-5,6.464042086E-3,2.294213533E-2,2.383553329E-2
4.556130542E0,-1.843193008E-2,1.858530186E-2,1.096937656E-2,2.838092165E-2
4.566183542E0,-7.258928228E-3,3.517465666E-3,4.381903410E-3,9.179634046E-3
4.576236542E0,-6.784667647E-3,2.589421179E-3,4.080771804E-3,8.330036953E-3
4.586289542E0,-7.693057152E-3,2.098445099E-2,2.159493685E-2,3.107847501E-2
4.596342542E0,8.077130142E-3,6.552737039E-3,2.997575104E-2,3.172891496E-2
4.606395542E0,-5.470390584E-3,-1.081886558E-2,2.039567292E-2,2.372670435E-2
4.616448542E0,2.320507646E-3,-1.198149305E-2,1.605411530E-2,2.016619819E-2
4.626500542E0,-1.876706233E-2,-1.209973471E-2,1.904788971E-2,2.935009900E-2
4.636553542E0,-1.231135824E-2,3.448815700E-3,2.338652372E-2,2.665320550E-2
4.646606542E0,-8.798389903E-3,8.558861911E-4,1.170904934E-2,1.467126588E-2
4.656659542E0,-1.164650926E-2,7.191673256E-3,2.907235622E-2,3.213352204E-2
4.666712542E0,-1.503682654E-2,1.566474555E-2,2.862445951E-2,3.592840224E-2
4.676765542E0,-2.058120553E-2,1.105430737E-2,1.532555223E-3,2.341222881E-2
4.686818542E0,3.651742063E-3,6.094973143E-3,2.383617461E-2,2.487261823E-2
4.696871542E0,-7.722519353E-3,3.374994602E-3,2.548333526E-2,2.684079488E-2
4.706925583E0,-4.082093423E-3,2.951235920E-3,1.500220120E-2,1.582527475E-2
4.716978583E0,5.566834239E-3,3.589221966E-3,2.637562037E-2,2.719458599E-2
4.727031583E0,1.655345609E-3,1.100140834E-2,2.413145900E-2,2.657251339E-2
4.737084583E0,8.506203280E-3,-5.711669885E-3,2.113943875E-2,2.349158440E-2
4.747137583E0,9.694363782E-4,-1.171211913E-2,2.982138455E-2,3.205352583E-2
4.757189583E0,-8.723298863E-3,-8.466786537E-3,3.341449857E-2,3.555715303E-2
4.767242583E0,-2.118650198E-2,-5.449732896E-3,1.201135039E-2,2.495676247E-2
4.777295583E0,-9.637416241E-3,-1.587738320E-3,2.144232452E-2,2.356213033E-2
4.787348583E0,-1.196786515E-2,-4.597884938E-3,1.455898225E-2,1.939933778E-2
4.797401583E0,-5.257988762E-3,4.426415339E-3,1.770419955E-2,1.899153181E-2
4.807454583E0,-7.099426577E-3,-4.027306326E-3,6.775753498E-3,1.060810489E-2
4.817507583E0,-1.296323370E-2,6.626210958E-3,1.964605987E-2,2.445239800E-2
4.827560583E0,1.697951483E-3,1.196190488E-2,3.341625273E-2,3.553331049E-2
4.837613583E0,4.874716338E-4,3.885895070E-3,3.071893215E-2,3.096757339E-2
4.847666583E0,-1.267932740E-2,2.880831789E-3,8.564416766E-3,1.556964257E-2
4.857719583E0,4.167521586E-4,8.102468457E-3,1.709725857E-2,1.892458528E-2
4.867772583E0,-3.627998598E-3,4.722649902E-3,2.278659940E-2,2.355196187E-2
4.877825583E0,-2.260414371E-3,4.713568445E-3,1.485075831E-2,1.574395831E-2
4.887878583E0,8.456004020E-3,-6.211022101E-3,1.095885158E-2,1.517159278E-2
4.897930583E0,2.320336912E-3,-2.391675655E-3,1.634881496E-2,1.668495809E-2
4.907983583E0,-8.596011145E-3,-1.803732639E-2,3.266605496E-2,3.829239739E-2
4.918036583E0,2.252484513E-3,-1.119250266E-2,1.724870145E-2,2.068486171E-2
4.928089583E0,-1.705182387E-2,-7.291331738E-3,1.335679471E-2,2.285458775E-2
4.938142583E0,-3.904962189E-3,7.102667671E-3,1.949344754E-2,2.111139775E-2
4.948195583E0,-5.261834562E-3,-6.465449072E-3,2.098975003E-2,2.258447566E-2
4.958248583E0,-3.023938281E-2,4.312814903E-3,1.021216214E-2,3.220728024E-2
4.968301583E0,-1.997486982E-2,1.269024868E-2,2.937231839E-2,3.771963578E-2
4.978354583E0,-3.894650761E-3,4.224521946E-3,3.087037504E-2,3.140055645E-2
4.988407583E0,-7.789781177E-3,5.862290505E-3,3.146971464E-2,3.294525885E-2
4.998460583E0,-2.053070249E-2,1.708406579E-2,1.545302153E-2,3.085726693E-2
5.008513583E0,-1.426868969E-2,2.022334451E-2,2.188729763E-2,3.303986934E-2
5.018566583E0,1.779266610E-3,-1.390339974E-3,2.996639550E-2,3.005135095E-2
5.028619583E0,-6.077705013E-3,7.512502670E-3,3.116273582E-2,3.262655818E-2
5.038671583E0,-8.815494151E-3,-2.642941475E-3,2.517752588E-2,2.680682536E-2
5.048724583E0,-1.789580893E-2,2.126193792E-4,1.140557885E-2,2.122245069E-2
5.058777583E0,-2.050548865E-2,-7.972093821E-3,2.173117697E-2,3.092367050E-2
5.068830583E0,-2.463125318E-5,-5.571190529E-3,2.038163960E-2,2.112936353E-2
5.078883583E0,-1.245181590E-2,-1.616444495E-3,9.453193545E-3,1.571698063E-2
5.088936583E0,-5.727447089E-3,5.652101375E-3,1.095125020E-2,1.358969392E-2
5.098989583E0,3.427817400E-3,-6.464955714E-3,2.382214129E-2,2.492067415E-2
5.109042583E0,1.422586798E-2,-1.560420860E-3,1.708673358E-2,2.228826367E-2
5.119095583E0,-7.011025128E-3,1.414744791E-2,2.696385026E-2,3.124666344E-2
5.129148583E0,-7.970041585E-3,4.018096961E-3,2.472027361E-2,2.628228669E-2
5.139201583E0,-1.013447297E-2,4.035967514E-3,3.040786028E-2,3.230533304E-2
5.149254583E0,-1.069906061E-3,2.220313864E-2,1.738669574E-2,2.822093643E-2
5.159307583E0,-7.453191119E-3,6.879084762E-3,2.157622576E-2,2.384125380E-2
5.169360583E0,-7.607487948E-3,4.621675797E-3,2.636860371E-2,2.783050523E-2
5.179412583E0,-9.796877350E-3,5.654531624E-3,1.933381855E-2,2.239975611E-2
5.189465583E0,-9.232480569E-3,-7.180472184E-3,1.903151751E-2,2.233823039E-2
5.199518583E0,5.526632704E-4,4.195212778E-3,2.486937761E-2,2.522679508E-2
5.209571583E0,2.346542602E-3,1.030206308E-3,1.573602676E-2,1.594334110E-2
5.219624583E0,5.599646026E-3,8.450140245E-3,9.001203775E-3,1.355664321E-2
5.229677583E0,1.179965492E-2,-6.228161752E-3,2.426945329E-2,2.769527429E-2
5.239730583E0,-3.441430449E-3,-7.708366122E-3,1.618626237E-2,1.825534008E-2
5.249783583E0,7.004016463E-4,5.110740568E-3,7.951628566E-3,9.478324138E-3
5.259836583E0,1.841161329E-2,1.021831999E-2,2.862212062E-3,2.125073705E-2
5.269889583E0,1.049487273E-2,-1.460890286E-4,1.782932997E-2,2.068933790E-2
5.279942583E0,-1.028998492E-2,2.481649686E-3,2.127333999E-2,2.376125773E-2
5.289995583E0,-7.449606844E-3,9.072430171E-3,7.052326798E-3,1.369455894E-2
5.300048583E0,1.140301727E-2,-1.460431645E-2,1.603423476E-2,2.450329664E-2
5.310101583E0,2.484315479E-3,1.585803257E-2,2.755909681E-2,3.189283364E-2
5.320153583E0,-1.160766525E-2,1.739117252E-2,1.648154676E-2,2.662390200E-2
5.330206583E0,5.113524848E-3,6.667232830E-3,2.052489638E-2,2.217817624E-2
5.340259583E0,-7.872794509E-3,-1.041063856E-2,2.186975598E-2,2.546857898E-2
5.350312583E0,-1.347495872E-2,8.242015913E-4,2.471150279E-2,2.815869654E-2
5.360365583E0,-6.203034142E-3,2.489232793E-2,6.896790862E-3,2.656447528E-2
5.370418583E0,4.335084857E-3,2.588306554E-3,1.258496225E-2,1.355999876E-2
5.380471583E0,2.728873846E-3,-8.539858460E-4,2.500912607E-2,2.517205655E-2
5.390524583E0,-4.484353880E-3,3.147647548E-3,1.048990488E-2,1.183449277E-2
5.400577583E0,-1.298207841E-2,-1.023238985E-2,2.112072766E-2,2.682016590E-2
5.410630583E0,-1.409321955E-2,9.039630946E-3,2.845605969E-2,3.301637621E-2
5.420683583E0,-2.268088357E-2,4.846592601E-3,2.022318006E-2,3.077156075E-2
5.430736583E0,4.159875381E-3,-4.648371991E-3,1.662948132E-2,1.776095645E-2
5.440789583E0,6.403213342E-3,3.957815822E-3,1.573017955E-2,1.743857780E-2
5.450842583E0,-7.392238464E-3,3.275701571E-3,1.752761364E-2,1.930265915E-2
5.460894583E0,-4.415937460E-3,1.820439231E-2,1.603131115E-2,2.465569590E-2
5.470947583E0,5.818438101E-3,2.030884176E-3,8.397771120E-3,1.041639440E-2
5.481000583E0,6.248607021E-3,3.891797103E-3,2.920099497E-2,3.011460246E-2
5.491053583E0,-1.095491841E-2,1.312774831E-2,1.707445443E-2,2.416371261E-2
5.501106583E0,-7.230290005E-3,1.839771587E-2,2.485534430E-2,3.175753742E-2
5.511159583E0,-1.431815234E-2,8.424558677E-3,1.617281377E-2,2.318496454E-2
5.521212583E0,-1.897937108E-2,1.395344825E-2,2.515413702E-2,3.446223808E-2
5.531265583E0,-1.075163288E-2,1.858621549E-2,1.302701175E-2,2.511469791E-2
5.541318583E0,2.695138153E-3,-3.506684862E-3,1.482444584E-2,1.547012615E-2
5.551371583E0,1.503683168E-3,3.646415044E-3,1.063140750E-2,1.133949872E-2
5.561424583E0,-4.176716961E-3,-5.403448530E-3,9.435067177E-3,1.164743376E-2
5.571477583E0,-5.461753949E-3,8.179596886E-3,1.198036015E-2,1.550050292E-2
5.581530583E0,3.708171120E-3,1.397541186E-2,1.003499150E-2,1.760010580E-2
5.591583583E0,-6.871893943E-3,1.848407194E-2,1.048405766E-2,2.233381533E-2
5.601635583E0,-1.724151235E-2,8.759293500E-3,5.396980047E-3,2.007790737E-2
5.611688583E0,-5.363101600E-3,5.362901744E-3,6.743009090E-3,1.014848489E-2
5.621741583E0,-1.549440885E-2,8.766145706E-3,1.767145514E-2,2.508390606E-2
5.631794583E0,-1.806444400E-2,4.741141722E-3,3.129020512E-2,3.644008093E-2
5.641847583E0,-8.767916430E-3,-2.811505739E-3,2.560086429E-2,2.720634440E-2
5.651900583E0,3.737679573E-3,-8.909603488E-3,2.201008916E-2,2.403737314E-2
5.661953583E0,-9.774190838E-3,-2.858740278E-4,2.320818365E-2,2.518404889E-2
5.672006583E0,-5.495072943E-4,5.388702583E-3,1.961390018E-2,2.034809952E-2
5.682059583E0,-1.014989157E-2,2.495063564E-2,2.110903323E-2,3.422200756E-2
5.692112583E0,-9.388350693E-4,1.847531025E-2,2.005711913E-2,2.728564692E-2
5.702164917E0,-1.065135655E-2,6.116434252E-3,1.152369261E-2,1.684213929E-2
5.712217917E0,-1.768030705E-3,-1.658188133E-2,1.571439207E-2,2.291346414E-2
5.722270917E0,6.002395845E-3,-6.793560097E-3,1.631431639E-2,1.866381885E-2
5.732323917E0,-1.815567655E-2,3.082871363E-3,1.750948727E-2,2.541091953E-2
5.742376917E0,-5.396722518E-3,-2.426685859E-4,3.756836057E-2,3.795477859E-2
5.752428917E0,-5.269560424E-3,2.505160061E-2,1.900929809E-2,3.188580207E-2
5.762481917E0,1.502554695E-3,1.398383550E-2,2.320058227E-2,2.713065321E-2
5.772534917E0,-1.001632724E-2,4.643822126E-3,3.233276367E-2,3.416576506E-2
5.782587917E0,-3.360846225E-3,1.801645914E-3,2.290003538E-2,2.321535776E-2
5.792640917E0,-1.732461904E-3,3.647100264E-3,2.738718867E-2,2.768322358E-2
5.802693917E0,-3.419771483E-3,-7.261255123E-3,3.651820064E-2,3.738983339E-2
5.812746917E0,-8.889081702E-3,-9.297164250E-4,2.753629267E-2,2.895043282E-2
5.822799917E0,-2.073195406E-2,1.068021348E-3,6.429013610E-3,2.173216060E-2
5.832852917E0,8.420796816E-3,1.364382905E-2,1.466189325E-2,2.172636656E-2
5.842905917E0,-4.612651156E-3,4.729657425E-3,1.840294182E-2,1.955286367E-2
5.852958917E0,-1.031542260E-2,2.731143069E-3,3.396939933E-2,3.560599917E-2
5.863011917E0,1.342597480E-4,4.977798639E-3,1.510628164E-2,1.590585584E-2
5.873064917E0,-9.775355713E-3,5.880005741E-3,1.555534780E-2,1.928991685E-2
5.883117917E0,-4.407585477E-3,-1.175137770E-2,8.367365599E-3,1.508424658E-2
5.893169917E0,-1.718270215E-2,1.295962259E-2,1.734868884E-2,2.764369866E-2
5.903222917E0,-2.364142207E-3,-1.524844207E-3,-1.213297248E-3,3.063724603E-3
5.913275917E0,1.734046048E-3,-3.924194332E-3,7.770364881E-3,8.876079497E-3
5.923328917E0,4.843775774E-3,1.482720500E-2,1.151433706E-2,1.938783458E-2
5.933381917E0,-1.912203971E-3,1.682438546E-2,1.914729238E-2,2.556042401E-2
5.943434917E0,2.199745441E-4,6.534172129E-4,2.438873649E-2,2.439847967E-2
5.953487917E0,-1.153100049E-3,9.323823899E-3,2.977811515E-2,3.122498157E-2
5.963540917E0,1.224640789E-3,1.178613209E-2,2.498690665E-2,2.765426113E-2
5.973593917E0,6.551708066E-3,1.589859763E-2,3.561831415E-2,3.955192268E-2
5.983646917E0,-9.109807241E-3,5.213596746E-3,1.810765743E-2,2.092982171E-2
5.993699917E0,4.101796655E-3,1.470191013E-2,1.750831783E-2,2.322739956E-2
6.003752917E0,-1.393403596E-2,4.060050733E-3,9.724504352E-3,1.747018474E-2
6.013805917E0,6.517086154E-3,1.551796217E-3,1.586115718E-2,1.721792062E-2
6.023858917E0,-1.646654443E-3,5.283498382E-3,1.571205318E-2,1.665819441E-2
6.033911917E0,-1.276309562E-2,1.899350147E-2,6.728975773E-3,2.385222888E-2
6.043963917E0,1.953109128E-2,-8.086562203E-3,3.732862473E-3,2.146602611E-2
6.054016917E0,-7.446035703E-3,8.929511430E-3,1.016772330E-2,1.544545950E-2
6.064069917E0,2.568308462E-4,-2.922657654E-3,2.603297353E-2,2.619777854E-2
6.074122917E0,-2.100773535E-3,-1.162328714E-2,7.022505999E-3,1.374152989E-2
6.084175917E0,-6.558426082E-3,3.763542082E-3,1.076296985E-2,1.315365811E-2
6.094228917E0,1.375823805E-2,7.162263589E-3,2.049098253E-2,2.569956223E-2
6.104281917E0,-7.339458777E-3,2.129649131E-2,2.273572862E-2,3.200502387E-2
6.114334917E0,-4.741354568E-4,1.961615684E-2,2.513133287E-2,3.188420151E-2
6.124387917E0,-6.480344626E-3,7.446493087E-3,2.034187853E-2,2.261055391E-2
6.134440917E0,-1.167354464E-2,3.153746925E-2,1.944374621E-2,3.884511395E-2
6.144493917E0,-2.515677454E-3,1.308085182E-2,2.078919053E-2,2.469064115E-2
6.154546917E0,-6.082703127E-3,5.918368958E-3,1.524836898E-2,1.745104939E-2
6.164599917E0,-1.759971512E-3,9.726176290E-3,2.108739853E-2,2.328893260E-2
6.174651917E0,5.519798699E-4,4.450388923E-3,8.963196874E-3,1.002245187E-2
6.184704917E0,-5.188932802E-3,9.105211124E-4,1.869471788E-2,1.942283576E-2
