"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.059141668E-2,3.888997599E-4,-2.136919647E-6,-1.143563655E-3
2.061541670E-2,1.130590099E-3,-2.420877572E-4,2.234656131E-3
3.064041666E-2,2.429118758E-4,3.834115341E-4,-5.769191193E-4
4.066441668E-2,-3.464456531E-4,7.333508693E-4,-1.766460191E-4
5.068841670E-2,-2.194239642E-4,2.282764763E-4,8.139163256E-4
6.071241666E-2,1.017532777E-4,8.553103544E-5,1.643224619E-3
7.073741668E-2,-1.219143509E-3,-1.818499062E-3,-1.064886688E-3
8.076141670E-2,-6.026217015E-4,-4.573576152E-4,-2.252540435E-5
9.078541666E-2,-1.192544703E-3,-1.124693081E-4,-9.918634314E-4
1.008094167E-1,-3.300438402E-5,-4.323150497E-4,-1.670825004E-4
1.108344167E-1,-6.631354918E-4,-7.543137763E-4,1.875380171E-3
1.208584167E-1,-1.442909008E-3,-3.846669570E-4,-9.376123489E-5
1.308824167E-1,5.686873919E-4,5.606762134E-4,-2.345762041E-4
1.409064167E-1,-4.470422282E-4,5.678667221E-4,-2.254317515E-3
1.509304167E-1,-1.999107481E-4,-1.503521344E-3,1.668711484E-4
1.609554167E-1,1.109032892E-3,4.139544908E-4,8.236067370E-4
1.709794167E-1,-2.443669364E-3,-1.798432786E-3,-1.294975285E-3
1.810034167E-1,3.505192290E-4,-2.284995280E-4,2.632402757E-4
1.910274167E-1,-8.564975578E-4,4.388554953E-5,8.501196862E-4
2.010524167E-1,5.981210852E-4,3.347026650E-4,-1.400784124E-3
2.110764167E-1,1.853525289E-3,9.541338077E-4,9.866177570E-4
2.211004167E-1,1.359242597E-3,6.523977499E-4,2.561126603E-4
2.311244167E-1,-5.082491552E-4,-3.325513098E-4,-6.605965318E-4
2.411484167E-1,7.756608538E-4,-6.601200439E-4,-4.780321615E-5
2.511734167E-1,1.253758528E-4,-4.602819681E-4,-2.208256046E-5
2.611974167E-1,1.085991971E-5,-1.478674822E-3,-9.102467448E-4
2.712214167E-1,3.399477282E-4,-5.960117560E-4,7.933569141E-4
2.812454167E-1,-1.130559540E-4,-6.055990234E-4,-7.914903108E-4
2.912704167E-1,-6.453120150E-4,-1.029307488E-3,-1.355680579E-4
3.012944167E-1,-7.446479285E-4,6.863009185E-4,-1.479132799E-3
3.113184167E-1,-1.015631482E-3,1.399060711E-4,-1.573986956E-4
3.213424167E-1,8.025086136E-4,9.726764401E-4,7.880234625E-4
3.313664166E-1,7.714116364E-4,-1.508309972E-3,-9.911755333E-4
3.413914167E-1,-7.497859187E-4,-5.365225952E-4,-1.421597844E-4
3.514154167E-1,-6.585620577E-4,-5.977144465E-4,-2.760002099E-4
3.614394167E-1,-1.327812788E-5,-6.347324234E-4,-1.840607380E-3
3.714634167E-1,8.822194068E-4,-1.834476832E-3,-2.872594050E-4
3.814884167E-1,-2.099988284E-3,-6.104880013E-4,-1.023090794E-3
3.915124167E-1,1.420090906E-3,1.546679996E-4,-1.496184559E-4
4.015364167E-1,-9.975265712E-4,-5.518901162E-5,-1.333731634E-4
4.115604167E-1,2.150052227E-3,-1.539408229E-3,-1.660325506E-4
4.215844166E-1,-4.146309220E-5,-7.082356606E-4,-7.695048116E-4
4.316094167E-1,-6.646495312E-4,4.951283336E-4,-3.152669524E-4
4.416334167E-1,-2.096351818E-5,-2.960967831E-4,-9.235329344E-4
4.516574166E-1,-2.676065196E-4,-4.608533345E-4,-1.414355822E-3
4.616814167E-1,1.348399557E-3,-1.116257161E-3,-3.656029585E-4
4.717064167E-1,8.033140330E-4,8.556675166E-4,-9.100013413E-4
4.817304166E-1,2.845302224E-4,2.181066666E-4,-8.996149991E-4
4.917544167E-1,-8.082274580E-4,4.588358570E-4,-1.429742406E-4
5.017784167E-1,-7.493715966E-4,-6.937803701E-4,5.555729149E-4
5.118024167E-1,-1.446052687E-3,-1.178818755E-3,-3.762184642E-4
5.218274167E-1,-1.897724811E-3,8.670215029E-4,-1.433227095E-3
5.318514167E-1,2.706084051E-4,-5.313919391E-4,5.213550758E-4
5.418754166E-1,-1.236740733E-3,8.649034426E-4,2.547726908E-4
5.518994167E-1,4.890613491E-4,-1.539709046E-4,7.536987541E-4
