"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.647125024E-3,-2.767052501E-3,3.576320596E-4,-4.458909971E-4
1.467212499E-2,1.150577096E-3,7.247366011E-5,1.409492688E-3
2.469612501E-2,6.986386725E-4,7.664934965E-4,6.715308409E-4
3.472012503E-2,1.476886217E-3,1.051487285E-3,3.778541286E-4
4.474412499E-2,2.056922764E-3,9.873050731E-4,-5.688996171E-4
5.476912501E-2,1.855494105E-3,1.120765228E-4,-2.708813990E-4
6.479312503E-2,8.283129428E-4,-4.296102561E-4,-6.381312851E-4
7.481712499E-2,-1.133213053E-3,-1.685395837E-3,1.579420757E-3
8.484212501E-2,-1.194998389E-3,2.081117127E-4,1.827094704E-3
9.486612503E-2,-1.968244324E-3,2.363894600E-4,-1.493929885E-3
1.048901250E-1,-5.365289981E-4,-4.981101956E-4,-4.979076912E-4
1.149141250E-1,4.735618131E-5,1.337588765E-5,-6.933976547E-4
1.249391250E-1,-1.672946382E-4,1.477848156E-3,-1.045727186E-4
1.349632917E-1,4.455564194E-4,-8.568491321E-4,1.869817963E-3
1.449872917E-1,9.387738537E-4,1.283267164E-3,2.598991385E-3
1.550112917E-1,9.176144376E-4,-2.983098384E-4,5.318115000E-4
1.650362917E-1,-5.630357191E-5,1.605317811E-3,8.716308512E-4
1.750602917E-1,4.515246546E-4,9.227675619E-4,-1.077150926E-3
1.850842917E-1,-2.439070260E-3,-7.102827076E-4,6.411205977E-4
1.951082917E-1,-4.202009877E-4,7.752995007E-4,-2.564593888E-5
2.051332917E-1,-2.267635893E-3,-4.782504402E-4,-4.215753870E-5
2.151572917E-1,9.147407254E-4,-1.196904341E-3,2.170614433E-3
2.251812917E-1,-2.389443107E-3,-6.346288137E-5,8.001517272E-4
2.352062917E-1,1.953645144E-3,9.831726784E-4,-8.619262953E-4
2.452302917E-1,5.213969853E-4,2.092579380E-4,1.370867947E-3
2.552542917E-1,1.389036654E-3,6.034318358E-4,1.084931428E-4
2.652782917E-1,5.229767412E-4,3.405776806E-4,-1.135735656E-3
2.753032917E-1,6.955862045E-4,-4.489624407E-4,-3.700816305E-4
2.853272917E-1,-1.728422940E-3,-7.224692963E-4,1.577569055E-4
2.953512917E-1,-2.249987563E-3,-4.926470574E-4,2.021935798E-4
3.053752917E-1,-1.244910527E-3,4.892603029E-4,5.369529244E-4
3.154002917E-1,8.575664251E-4,4.418669268E-4,4.282167647E-4
3.254242917E-1,9.555707220E-4,1.979214139E-4,-8.077563252E-4
3.354482917E-1,9.653524030E-4,9.909213986E-4,2.892040648E-4
3.454722917E-1,-6.051136297E-4,5.307272077E-4,-7.659402909E-4
3.554972917E-1,1.751191681E-3,-4.319241270E-4,-7.211066259E-5
3.655212917E-1,-1.185476081E-3,-5.866538268E-4,-8.161978330E-4
3.755452917E-1,-1.216019504E-3,3.568364773E-4,3.549653920E-4
3.855702917E-1,8.687030058E-4,1.823705505E-3,1.460443600E-3
3.955942917E-1,-7.230770425E-4,3.610639833E-4,-3.836096439E-4
4.056182917E-1,-9.592994465E-4,-1.159600914E-3,1.045477838E-4
4.156422917E-1,-1.304120291E-3,5.140313879E-4,-2.107885957E-4
4.256672917E-1,5.454450729E-4,5.851376336E-4,6.685871631E-4
4.356912917E-1,-1.231629867E-3,-7.034603041E-4,6.899996079E-4
4.457152917E-1,1.706902054E-3,1.117333304E-4,3.168907424E-4
4.557392917E-1,2.660465252E-4,-1.312298700E-4,8.079754771E-4
4.657642917E-1,-3.824332380E-4,-3.123248462E-4,-9.571677074E-4
4.757882917E-1,1.235492993E-3,8.312088903E-4,-3.221092047E-4
4.858122917E-1,5.489300238E-4,1.070094411E-3,-6.526074721E-4
4.958362917E-1,5.986620090E-4,5.524503067E-4,1.162462169E-3
5.058612917E-1,4.239586124E-4,-4.401097540E-4,1.196284313E-3
5.158852917E-1,-2.869629534E-4,6.607528776E-4,-2.083555155E-4
5.259092917E-1,-4.749820800E-4,1.022880897E-4,1.393802231E-3
5.359342917E-1,-7.578040822E-4,-6.853686646E-4,1.779172890E-4
5.459582917E-1,-6.371628842E-4,2.027954906E-4,-7.003932260E-4
5.559822917E-1,-7.458712207E-5,1.307001803E-4,-1.909309649E-4
5.660062917E-1,-2.974937088E-4,-1.090359176E-3,-5.360766081E-4
5.760312917E-1,-4.193295026E-4,-5.757182371E-4,-5.997907137E-4
5.860552917E-1,1.873119501E-3,6.876676343E-5,4.686695174E-4
5.960792917E-1,2.998724114E-3,-2.194410190E-4,1.241689315E-4
6.061032917E-1,8.780491771E-4,1.707121264E-4,4.741083249E-4
6.161282917E-1,-1.767552109E-3,-7.753609680E-5,5.817853962E-4
6.261522917E-1,-1.611224492E-3,2.534948289E-4,1.205258886E-4
6.361762917E-1,-2.268409589E-3,-9.195732418E-4,1.434117556E-3
6.462002917E-1,-1.196753467E-3,-9.094530251E-4,1.004064397E-4
6.562252917E-1,2.158552234E-4,9.854813106E-4,-8.108457550E-4
6.662492917E-1,1.596970600E-3,-9.812631179E-4,-1.387686469E-3
6.762732917E-1,1.558894990E-3,2.404360566E-4,3.802257197E-5
6.862972917E-1,1.091510290E-3,1.224207808E-3,3.943535266E-4
6.963222917E-1,-8.038732922E-4,-5.996804684E-4,9.607308311E-5
7.063462917E-1,-5.234424025E-4,2.570585348E-4,-4.874255392E-4
7.163702917E-1,5.449891323E-4,8.770928252E-4,-1.545276144E-3
7.263952917E-1,1.543033868E-4,2.051773481E-4,1.435333746E-3
7.364192917E-1,-1.591538661E-3,3.846276086E-4,-4.200130934E-4
7.464432917E-1,1.287604682E-3,5.377593916E-4,-2.967087203E-4
7.564672917E-1,-2.623255714E-4,-7.630807813E-4,2.135783870E-4
7.664922917E-1,4.537984496E-4,-4.757256247E-4,1.232503797E-3
7.765162917E-1,8.433964103E-5,1.775035635E-4,2.351169096E-4
7.865402917E-1,1.209791517E-3,-5.130541977E-4,-7.594030467E-5
7.965642917E-1,9.979360038E-4,-8.257876616E-4,-1.189619186E-3
8.065892917E-1,3.094226122E-5,2.778263297E-4,-9.797621751E-4
8.166132917E-1,1.763073727E-3,2.138400450E-4,-8.645738126E-4
8.266372917E-1,1.915406552E-3,1.547180582E-4,-2.262141061E-4
8.366612917E-1,4.754258553E-4,4.097595811E-4,-8.613473037E-4
8.466862917E-1,-1.115348423E-4,3.572951537E-4,7.502012886E-5
8.567102917E-1,-1.066014753E-3,-4.691027571E-4,-4.509322753E-4
8.667342917E-1,-9.509661468E-4,-2.386312699E-3,3.192539443E-4
8.767582917E-1,-2.029084717E-4,1.448350959E-4,9.210940916E-4
8.867832917E-1,1.084150281E-4,3.903785255E-4,3.320028773E-4
8.968072917E-1,3.907927021E-4,-3.855375107E-4,-9.567956440E-4
9.068312917E-1,-3.777955426E-4,1.233925577E-4,4.285808245E-4
9.168552917E-1,1.208432484E-3,-1.206630142E-3,1.918316353E-3
9.268802917E-1,6.726797437E-5,-1.161090098E-3,4.549092846E-4
9.369042917E-1,6.599170156E-4,-3.234127071E-4,-1.311054802E-7
9.469282917E-1,1.785901492E-3,1.418294618E-3,7.277107798E-4
