"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.344583092E-4,-9.768648148E-1,3.589908779E-1,2.900016546E0
1.036045834E-2,-9.890565276E-1,5.247412324E-1,2.843048096E0
2.038645832E-2,-1.013345599E0,8.628646731E-1,2.930260181E0
3.041245835E-2,-1.173018694E0,1.461034775E0,3.068610907E0
4.043845832E-2,-1.354398608E0,2.043922186E0,3.099509478E0
5.046445836E-2,-1.433823347E0,2.461896181E0,2.996451378E0
6.049045833E-2,-1.405879021E0,2.793130636E0,2.823250055E0
7.051645831E-2,-1.342965841E0,2.995377541E0,2.522237301E0
8.054245834E-2,-1.273095250E0,3.355731487E0,2.107736349E0
9.056845831E-2,-1.304478526E0,4.022923946E0,1.543773651E0
1.005944583E-1,-1.434607148E0,4.785164833E0,9.898702502E-1
1.106204583E-1,-1.476645470E0,5.336569309E0,4.719650149E-1
1.206464584E-1,-1.364941359E0,5.613804340E0,7.604686916E-2
1.306724583E-1,-1.203493834E0,5.750970840E0,-3.016751409E-1
1.406984583E-1,-8.004817963E-1,5.406784534E0,-4.891624153E-1
1.507244583E-1,-8.475485444E-2,4.561202526E0,-4.693426192E-1
1.607504583E-1,6.535657644E-1,3.691187859E0,-4.198887050E-1
1.707764583E-1,1.470891714E0,2.626029253E0,-3.758192360E-1
1.808024583E-1,2.523454189E0,9.786510468E-1,-1.252396107E-1
1.908284583E-1,3.363997936E0,-3.104957640E-1,-2.679346316E-2
2.008544583E-1,3.738162279E0,-9.930514693E-1,-1.412117183E-1
2.108804584E-1,3.689465284E0,-1.234759927E0,-3.023004830E-1
2.209064583E-1,3.373932362E0,-1.150483847E0,-4.445610046E-1
2.309324583E-1,2.891966343E0,-8.300746083E-1,-5.867460966E-1
2.409584583E-1,2.433801174E0,-5.607414246E-1,-6.803821325E-1
2.509844583E-1,2.061073542E0,-4.728592634E-1,-6.854855418E-1
2.610104583E-1,1.766111970E0,-7.185383439E-1,-6.123576760E-1
2.710364583E-1,1.411103010E0,-1.179867148E0,-5.115607381E-1
2.810624584E-1,8.997779489E-1,-1.548514724E0,-3.517590761E-1
