"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.518749822E-4,4.778513031E0,9.817035370E0,5.197342072E0
1.057787501E-2,5.455555115E0,8.358019409E0,4.006268921E0
2.060387499E-2,5.397475891E0,6.988517303E0,2.829416199E0
3.062987502E-2,3.763024750E0,5.495072937E0,1.693727875E0
4.065587500E-2,1.843715973E0,4.102818146E0,1.398541718E0
5.068087502E-2,6.062393188E-2,2.459385681E0,1.489702148E0
6.070687500E-2,-1.305884399E0,1.012195129E0,1.276844788E0
7.073287503E-2,-2.831661530E0,-7.650590515E-1,1.515897675E0
8.075887500E-2,-3.959865417E0,-3.038082275E0,6.430627441E-1
9.078487498E-2,-4.832400970E0,-4.217629395E0,-3.025209045E-1
1.008108750E-1,-4.772226105E0,-5.112468567E0,-1.246907043E0
1.108358750E-1,-3.837420044E0,-4.909490662E0,-1.593137054E0
1.208618750E-1,-3.574566650E0,-3.437900848E0,-1.948198700E0
1.308878750E-1,-3.588936768E0,-2.139201508E0,-2.365381165E0
1.409138750E-1,-3.319048004E0,-6.152206421E-1,-1.784439240E0
1.509398750E-1,-3.111280060E0,1.330283661E0,1.631607056E-2
1.609658750E-1,-2.615660706E0,3.486699371E0,2.531685333E0
1.709908750E-1,-1.393601990E0,5.540129242E0,5.130730591E0
1.810168750E-1,3.047662354E-1,7.323370972E0,6.970255280E0
1.910428750E-1,2.469265137E0,8.715326385E0,7.447013855E0
2.010688750E-1,4.384682007E0,8.925938416E0,4.637955322E0
2.110947500E-1,5.129533081E0,6.776707764E0,-1.907633057E0
2.211207500E-1,4.488266602E0,4.105362854E0,-8.200995941E0
2.311457500E-1,1.633103943E0,3.378025360E0,-7.832162933E0
2.411717500E-1,-2.759212189E0,6.210135956E0,-9.745484161E0
2.511977500E-1,-3.390599213E0,1.430754730E1,-1.210727280E1
2.612237500E-1,9.789642334E-2,2.537747726E1,-6.806645508E0
2.712497500E-1,1.625769196E0,3.751199341E1,5.266797638E0
2.812747500E-1,-4.553081818E0,2.694561630E1,1.927990723E-1
2.913007500E-1,-1.064017365E1,1.315733917E1,4.612059174E0
3.013267500E-1,-1.066113007E1,7.939190369E0,2.558329926E0
3.113527500E-1,-5.713618469E0,5.780229950E0,-1.675615540E0
3.213787500E-1,-2.229463806E0,4.214036865E0,-3.792812805E0
3.314047500E-1,-6.333329773E-1,4.367767181E0,-3.956721954E0
3.414297500E-1,-6.854246521E-1,5.714666290E0,-4.424349518E0
3.514557500E-1,-2.104922791E0,7.727081451E0,-4.117337952E0
3.614817500E-1,-3.008743286E0,1.143202698E1,3.909869385E-1
3.715077500E-1,-5.879772949E-1,1.762764313E1,5.720953217E0
3.815337500E-1,3.206781464E0,2.118544464E1,4.712200928E0
3.915597500E-1,3.833079071E0,2.218686218E1,-2.734812927E-1
4.015847500E-1,5.043162689E0,2.403147629E1,-4.638853455E-1
4.116107500E-1,9.263486481E0,2.386307648E1,1.410666504E0
4.216367500E-1,1.238629257E1,2.238684631E1,2.560126190E0
4.316627500E-1,1.388422760E1,2.114353180E1,5.366490326E0
4.416887500E-1,1.011506561E1,1.838491837E1,8.525221710E0
4.517147500E-1,2.902613983E0,1.615650238E1,9.876012726E0
4.617397500E-1,8.578660583E-1,1.477188171E1,8.596922607E0
4.717657500E-1,3.953279114E-1,1.359457993E1,6.122118988E0
4.817917500E-1,-9.190887451E-1,1.160087585E1,3.345542908E0
4.918177500E-1,-1.164428558E0,9.588610382E0,1.307081909E0
5.018437500E-1,-7.119195557E-1,7.445067902E0,2.395318909E0
5.118687500E-1,-4.921765137E-1,5.947432251E0,4.164489899E0
5.218947500E-1,-5.882766724E-2,3.260070648E0,2.880160675E0
5.319207500E-1,1.470541992E0,1.830693054E0,1.517544250E0
5.419467500E-1,3.002156982E0,1.320254517E0,1.739981689E0
5.519727500E-1,4.218976593E0,5.563929749E-1,2.061812439E0
5.619987500E-1,4.382736053E0,-2.204914856E-1,1.101409607E0
5.720237500E-1,4.263883209E0,-2.091151428E0,-8.539741516E-1
5.820497500E-1,4.587360535E0,-3.181633759E0,-1.763931885E0
5.920757500E-1,3.114722900E0,-1.029259644E0,-1.168619843E0
6.021017500E-1,1.603016510E0,8.557704163E-1,-5.418731689E-1
6.121277500E-1,5.071453857E-1,2.899470520E0,9.026229858E-1
