"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.212986250E-1,1.172062683E-1,9.512418823E0,2.510579224E0
9.313226250E-1,1.285826111E-1,9.515113220E0,2.462678833E0
9.413466250E-1,1.526824951E-1,9.536518707E0,2.487826538E0
9.513706250E-1,1.913021851E-1,9.514364777E0,2.545456696E0
9.613946250E-1,2.487826538E-1,9.475745087E0,2.553539886E0
9.714186250E-1,3.171903992E-1,9.377399597E0,2.564766541E0
9.814426250E-1,2.561174011E-1,9.317374420E0,2.488125916E0
9.914656250E-1,2.151026917E-1,9.291029205E0,2.444267120E0
1.001489625E0,2.076182556E-1,9.347611542E0,2.457739105E0
1.011513625E0,2.146536255E-1,9.413025513E0,2.506986694E0
1.021537625E0,2.486329651E-1,9.472152557E0,2.539319458E0
1.031561625E0,3.049159241E-1,9.488318939E0,2.528392181E0
1.041585625E0,3.393443298E-1,9.523645477E0,2.538271637E0
1.051609625E0,3.495231628E-1,9.568402405E0,2.557132416E0
1.061633625E0,3.327580261E-1,9.588460693E0,2.587818604E0
1.071657625E0,3.011737061E-1,9.565408630E0,2.624192963E0
1.081681625E0,3.128494263E-1,9.480086060E0,2.597099304E0
1.091705625E0,2.968327332E-1,9.415121155E0,2.562072144E0
1.101728625E0,2.625540161E-1,9.354347534E0,2.479743347E0
1.111752625E0,2.580633545E-1,9.338480530E0,2.453697510E0
1.121776625E0,2.380050659E-1,9.378447418E0,2.449506226E0
1.131800625E0,2.610571289E-1,9.439520416E0,2.476300507E0
1.141824625E0,2.905458069E-1,9.517807617E0,2.536625061E0
1.151848625E0,2.960842896E-1,9.562414856E0,2.550546112E0
1.161872625E0,2.731819153E-1,9.564660187E0,2.558479614E0
1.171896625E0,2.326162720E-1,9.508676605E0,2.531086578E0
1.181920625E0,2.466870117E-1,9.443262634E0,2.517315216E0
1.191944625E0,2.953358459E-1,9.385931854E0,2.485431519E0
1.201967625E0,3.504212952E-1,9.347761230E0,2.497107239E0
1.211991625E0,3.570075989E-1,9.322763214E0,2.512674866E0
1.222015625E0,3.591032410E-1,9.348359985E0,2.535128174E0
1.232039625E0,3.339555359E-1,9.380842438E0,2.544857941E0
1.242063625E0,2.716850281E-1,9.417815552E0,2.497705994E0
1.252087625E0,9.924362183E-2,9.550888824E0,2.569257202E0
1.262111625E0,2.032772827E-1,9.576186218E0,2.615061951E0
