"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.668499997E-3,2.529739380E-2,9.401050415E0,2.806364136E0
1.169250000E-2,-1.053808594E-1,9.442065125E0,2.800526276E0
2.171650000E-2,-2.140548706E-1,9.399852905E0,2.725532227E0
3.174050000E-2,-2.914439392E-1,9.356293488E0,2.671494598E0
4.176450000E-2,-2.850073242E-1,9.378447418E0,2.646496582E0
5.178850000E-2,-2.643502808E-1,9.401200104E0,2.605781250E0
6.181150000E-2,-1.869612122E-1,9.414821777E0,2.633773041E0
7.183550000E-2,-1.110690308E-1,9.387279053E0,2.669099579E0
8.185950000E-2,-3.487747192E-2,9.385482788E0,2.714305573E0
9.188350000E-2,3.382965088E-2,9.432634735E0,2.798430634E0
1.019075000E-1,6.586303711E-2,9.427245941E0,2.837798767E0
1.119315000E-1,6.930587769E-2,9.388027496E0,2.865191803E0
1.219555000E-1,5.284011841E-2,9.413324890E0,2.877017212E0
1.319795000E-1,5.987548828E-3,9.429491272E0,2.875670013E0
1.420035000E-1,-4.849914551E-2,9.406588898E0,2.843486938E0
1.520265000E-1,-7.828720093E-2,9.405092010E0,2.771636353E0
1.620505000E-1,-9.101074219E-2,9.396859131E0,2.714604950E0
1.720745000E-1,-9.624984741E-2,9.397008820E0,2.622247009E0
1.820985000E-1,-8.113128662E-2,9.395511932E0,2.566413116E0
1.921225000E-1,-3.891906738E-2,9.404493256E0,2.549198914E0
2.021465000E-1,7.035369873E-3,9.408834229E0,2.582280121E0
2.121705000E-1,5.493576050E-2,9.397308197E0,2.641107788E0
2.221945000E-1,9.116043091E-2,9.415570221E0,2.709814911E0
2.322185000E-1,1.007405090E-1,9.429640961E0,2.804867249E0
2.422415000E-1,1.124162292E-1,9.435179443E0,2.878663788E0
2.522655000E-1,9.400451660E-2,9.420659637E0,2.927162933E0
2.622895000E-1,5.373825073E-2,9.402547302E0,2.924169159E0
2.723135000E-1,2.290237427E-2,9.420509949E0,2.903362427E0
2.823375000E-1,-1.347198486E-2,9.431137848E0,2.829865265E0
2.923610000E-1,-2.814147949E-2,9.429940338E0,2.743644562E0
3.023850000E-1,-4.730163574E-2,9.387129364E0,2.652484131E0
3.124090000E-1,-3.442840576E-2,9.403295746E0,2.561323700E0
3.224330000E-1,-2.140548706E-2,9.411079559E0,2.508782959E0
3.324560000E-1,-1.481918335E-2,9.384135590E0,2.484383698E0
3.424800000E-1,1.886077881E-2,9.383237457E0,2.498155060E0
3.525040000E-1,3.652404785E-2,9.391470337E0,2.566113739E0
3.625280000E-1,6.526428223E-2,9.420509949E0,2.691103821E0
3.725520000E-1,1.073268127E-1,9.442214813E0,2.803220673E0
3.825760000E-1,1.044827271E-1,9.410929871E0,2.863245850E0
3.926000000E-1,1.124162292E-1,9.429940338E0,2.901566162E0
4.026240000E-1,7.574249268E-2,9.423803101E0,2.934647369E0
4.126480000E-1,3.936813354E-2,9.444759521E0,2.922672272E0
4.226720000E-1,9.280700684E-3,9.416168976E0,2.833457794E0
4.326950000E-1,-8.816665649E-2,9.405840454E0,2.777923279E0
4.427190000E-1,-1.299298096E-1,9.397008820E0,2.671494598E0
4.527430000E-1,-1.529818726E-1,9.382938080E0,2.605930939E0
4.627670000E-1,-2.019300842E-1,9.389225006E0,2.559228058E0
4.727910000E-1,-1.230441284E-1,9.413324890E0,2.558180237E0
4.828150000E-1,-1.263372803E-1,9.405690765E0,2.572250977E0
4.928390000E-1,-5.942642212E-2,9.372010803E0,2.633323975E0
5.028630000E-1,-5.403762817E-2,9.378597107E0,2.702779541E0
5.128870000E-1,-2.859054565E-2,9.426796875E0,2.816692657E0
5.229100000E-1,-5.074447632E-2,9.408983917E0,2.872376862E0
5.329340000E-1,-6.735992432E-2,9.407936096E0,2.918331299E0
5.429580000E-1,-9.160949707E-2,9.399403839E0,2.923869781E0
5.529820000E-1,-1.366658020E-1,9.396559753E0,2.931354218E0
5.630060000E-1,-1.857637024E-1,9.410480804E0,2.877316589E0
5.730300000E-1,-2.353106689E-1,9.383536835E0,2.817141724E0
5.830540000E-1,-2.639012146E-1,9.389075317E0,2.748135223E0
5.930780000E-1,-2.697390747E-1,9.376800842E0,2.707419891E0
6.031020000E-1,-2.624043274E-1,9.369017029E0,2.685116272E0
6.131250000E-1,-2.387535095E-1,9.369017029E0,2.678230591E0
6.231490000E-1,-1.561253357E-1,9.384584656E0,2.697989502E0
6.331730000E-1,-7.319778442E-2,9.391919403E0,2.748434601E0
6.431970000E-1,-1.601669312E-2,9.387428741E0,2.827021179E0
6.532210000E-1,1.152603149E-2,9.398056641E0,2.883902893E0
6.632450000E-1,-6.586303711E-3,9.413474579E0,2.950065308E0
6.732690000E-1,-9.535171509E-2,9.402696991E0,2.931803284E0
6.832930000E-1,-1.508862305E-1,9.376651154E0,2.904559937E0
6.933170000E-1,-2.192939758E-1,9.389973450E0,2.900817719E0
7.033400000E-1,-2.689906311E-1,9.374405823E0,2.863096161E0
7.133640000E-1,-2.573149109E-1,9.386231232E0,2.812052307E0
7.233880000E-1,-2.317181396E-1,9.375603333E0,2.807411957E0
7.334120000E-1,-1.703457642E-1,9.338929596E0,2.780467987E0
7.434360000E-1,-7.229965210E-2,9.366172943E0,2.775228882E0
7.534600000E-1,1.107696533E-2,9.394464111E0,2.792143707E0
7.634840000E-1,7.933502197E-2,9.398805084E0,2.798580322E0
7.735080000E-1,1.136137390E-1,9.395960999E0,2.811752930E0
7.835320000E-1,1.571731567E-1,9.407786407E0,2.853665771E0
7.935550000E-1,1.550775146E-1,9.412277069E0,2.851420441E0
8.035790000E-1,1.288819885E-1,9.397158508E0,2.814447327E0
8.136030000E-1,7.379653931E-2,9.389674072E0,2.778821411E0
8.236270000E-1,-4.939727783E-3,9.384434967E0,2.737058258E0
8.336510000E-1,-1.191522217E-1,9.370813293E0,2.665357361E0
8.436750000E-1,-2.080673218E-1,9.353748779E0,2.591560822E0
8.536990000E-1,-3.219804382E-1,9.331594849E0,2.554138641E0
8.637230000E-1,-3.252735901E-1,9.341923370E0,2.592159576E0
8.737470000E-1,-2.137554932E-1,9.381291504E0,2.749183044E0
8.837700000E-1,-1.601669312E-2,9.399104462E0,2.957250366E0
8.937940000E-1,1.700463867E-1,9.411079559E0,3.167263641E0
9.038180000E-1,2.736309814E-1,9.427695007E0,3.227288818E0
9.138420000E-1,1.916015625E-1,9.386829987E0,3.143014069E0
9.238660000E-1,-5.673202515E-2,9.358987885E0,2.934797058E0
9.338900000E-1,-2.950364685E-1,9.386680298E0,2.701582031E0
9.439140000E-1,-4.378395081E-1,9.373058624E0,2.583926697E0
9.539380000E-1,-3.055146790E-1,9.357640686E0,2.692451019E0
9.639620000E-1,-9.699829102E-2,9.370214539E0,2.889591064E0
9.739850000E-1,6.825805664E-2,9.366023254E0,3.003204803E0
9.840090000E-1,1.978884888E-1,9.351204071E0,3.081042938E0
9.940330000E-1,1.947450256E-1,9.431437225E0,3.084635468E0
1.004057000E0,1.053808594E-1,9.436676331E0,2.964884491E0
1.014081000E0,1.586700439E-2,9.382638702E0,2.787653046E0
1.024105000E0,-2.185455322E-2,9.362430725E0,2.624492340E0
1.034129000E0,1.930984497E-2,9.337732086E0,2.518662415E0
1.044153000E0,3.772155762E-2,9.367669830E0,2.474354553E0
1.054177000E0,4.775070190E-2,9.403894501E0,2.507435760E0
1.064200000E0,9.789642334E-2,9.393715668E0,2.597847748E0
1.074224000E0,1.737886047E-1,9.360933838E0,2.719993744E0
1.084248000E0,2.350112915E-1,9.405690765E0,2.858755188E0
1.094272000E0,2.501298523E-1,9.438771973E0,2.970422974E0
1.104296000E0,2.618055725E-1,9.448352051E0,3.024460602E0
1.114320000E0,2.152523804E-1,9.444609833E0,3.004851379E0
1.124344000E0,1.550775146E-1,9.403295746E0,2.935844879E0
1.134368000E0,6.316864014E-2,9.391320648E0,2.815644836E0
1.144391000E0,-3.802093506E-2,9.398805084E0,2.909799042E0
1.154415000E0,-3.861968994E-2,9.599387970E0,2.780318298E0
1.164439000E0,-8.442443848E-2,9.237590332E0,2.709066467E0
1.174463000E0,-1.255888367E-1,9.326206055E0,2.501298523E0
1.184487000E0,-1.260379028E-1,9.432934113E0,2.485431519E0
1.194511000E0,-9.580078125E-2,9.299561462E0,2.502795410E0
1.204535000E0,-4.685256958E-2,9.418713684E0,2.354004822E0
1.214559000E0,-3.188369751E-2,9.403894501E0,2.368973694E0
1.224583000E0,3.203338623E-2,9.347910919E0,2.460583191E0
1.234607000E0,1.857637024E-1,9.445807343E0,2.727029114E0
1.244630000E0,3.656895447E-1,9.456285553E0,3.027005310E0
1.254654000E0,4.507127380E-1,9.452693024E0,3.275488586E0
1.264678000E0,4.658312988E-1,9.492061157E0,3.459156647E0
1.274702000E0,3.623963928E-1,9.457033997E0,3.237617340E0
1.284726000E0,2.357597351E-1,9.381141815E0,3.010539551E0
1.294750750E0,7.289840698E-2,9.442364502E0,2.668351135E0
1.304774750E0,-4.370910645E-2,9.376052399E0,2.331252136E0
1.314798750E0,-1.613644409E-1,9.380992126E0,2.266885986E0
1.324821750E0,-1.233435059E-1,9.394913177E0,2.166744232E0
1.334845750E0,-1.281335449E-1,9.307494965E0,2.232307892E0
1.344869750E0,-8.068222046E-2,9.496551819E0,2.480192413E0
1.354893750E0,-4.355941772E-2,9.433981934E0,2.638862457E0
