"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.745000185E-4,4.106560364E0,2.520967621E1,-6.728507996E-1
1.080050005E-2,9.177714844E0,2.430780167E1,2.171983337E-1
2.082550002E-2,1.453043381E1,2.196427505E1,2.651286621E0
3.085150005E-2,1.744098129E1,2.009511200E1,5.679639130E0
4.087750003E-2,7.737859039E0,1.762479904E1,7.452402649E0
5.090350000E-2,-2.961591339E0,1.472996887E1,7.166497192E0
6.092950003E-2,-5.239254913E0,1.243045074E1,4.773423615E0
7.095550001E-2,-3.994593201E0,1.005114853E1,3.241209869E0
8.098150004E-2,-3.412603455E0,7.304210815E0,4.112098846E0
9.100750001E-2,-3.187321930E0,4.154161377E0,4.760251007E0
1.010325000E-1,-1.977986755E0,1.335373077E0,5.106780396E0
1.110585000E-1,1.754950562E0,1.606459351E0,4.487368469E0
1.210845000E-1,6.167175293E0,3.175346832E0,1.849254456E0
1.311105000E-1,8.411009216E0,3.679498444E0,-9.834548950E-1
1.411365001E-1,8.275241547E0,3.741469574E0,-1.925296326E0
1.511625000E-1,6.929240570E0,3.009192352E0,5.855822754E-1
1.611885000E-1,6.745722198E0,5.990542603E-1,4.056264954E0
1.712145000E-1,5.522615662E0,-2.486030273E0,3.458408203E0
1.812395000E-1,4.554578705E0,-4.582420807E0,-1.306782532E0
1.912655000E-1,3.380270691E0,-4.028123474E0,-4.384083252E0
2.012915000E-1,5.096900940E-1,-5.149291992E-1,-2.509082336E0
2.113175000E-1,-2.508782959E0,2.696492615E0,1.323996735E0
2.213435000E-1,-2.667003937E0,6.951095123E0,3.944148102E0
2.313695000E-1,-1.048419800E0,1.260154495E1,5.841452637E0
2.413955000E-1,-1.122515717E0,1.886152725E1,5.224136353E0
2.514215001E-1,-3.319048004E0,2.255135422E1,1.517244873E0
2.614465000E-1,-4.341421967E0,2.425885345E1,-2.329755249E0
2.714725001E-1,-3.102149048E0,2.818369171E1,-4.514312439E0
2.814985000E-1,-1.485061798E0,3.491609161E1,-2.122885437E0
2.915245000E-1,-1.834435272E0,3.874842224E1,1.020428009E0
3.015505000E-1,-6.164780273E0,3.500919800E1,3.322041779E0
3.115765000E-1,-1.183708466E1,2.774704971E1,4.175566864E0
3.216025000E-1,-9.566306763E0,2.423999268E1,6.281088409E0
3.316285000E-1,1.736389160E0,2.441348190E1,7.001091156E0
3.416535000E-1,8.203690338E0,2.233520370E1,4.928052063E0
3.516795000E-1,9.393266602E0,1.847967133E1,5.612129517E0
3.617055001E-1,7.205865326E0,1.514520538E1,4.919519806E0
3.717315000E-1,4.510420532E0,1.202823715E1,1.767674103E0
3.817575001E-1,4.413871307E0,8.836424561E0,1.853146362E-1
3.917835000E-1,4.137246552E0,5.384902039E0,4.882846069E-1
4.018095000E-1,1.007255402E0,1.552870789E0,9.036708069E-1
4.118345000E-1,-1.464255066E0,-1.289119263E0,-4.046086121E-1
4.218605000E-1,-3.849694519E0,-3.078647919E0,-1.563049622E0
4.318865000E-1,-6.381529541E0,-5.037923584E0,-2.498753815E0
4.419125000E-1,-7.902366943E0,-7.318880310E0,-3.955973511E0
4.519385000E-1,-7.926766205E0,-9.433832245E0,-5.375022583E0
4.619645000E-1,-7.416028290E0,-1.161943726E1,-6.356531525E0
4.719905001E-1,-7.011120300E0,-1.315045349E1,-6.438111877E0
4.820165000E-1,-6.289321289E0,-1.312365921E1,-5.102888489E0
4.920415001E-1,-5.437742157E0,-1.026684998E1,-3.579506378E0
5.020675000E-1,-4.758305054E0,-6.321654053E0,-1.238674164E0
5.120935000E-1,-3.533102875E0,-2.323767700E0,1.618584137E0
5.221195000E-1,-2.099384308E0,1.136137390E0,3.997137909E0
5.321449167E-1,-9.035211182E-1,4.177063751E0,5.920637970E0
5.421709167E-1,3.092568970E-1,7.134463806E0,7.879314880E0
5.521969167E-1,2.001038818E0,1.148262177E1,9.457483063E0
5.622229167E-1,3.116818542E0,1.578572342E1,9.586365051E0
5.722479167E-1,3.697461090E0,1.711166611E1,6.855144653E0
5.822739167E-1,4.858147430E0,1.539638306E1,-1.914967804E0
5.922999167E-1,5.201533356E0,1.028077103E1,-1.336495743E1
6.023259167E-1,4.021387482E0,6.569987640E0,-1.911450119E1
6.123519167E-1,-1.173709259E0,6.908433838E0,-1.888787247E1
6.223779167E-1,-5.516777802E0,1.511167511E1,-1.682665878E1
6.324039167E-1,-3.035986633E0,2.738136017E1,-1.134445908E1
6.424299167E-1,-5.109474792E0,3.264995407E1,7.324867859E0
6.524549167E-1,-1.270423141E1,2.235092102E1,2.980407211E1
6.624809167E-1,-1.289643173E1,8.627608795E0,8.565937042E0
6.725069167E-1,-1.123383911E1,3.347039795E0,-1.552212158E1
6.825329167E-1,-5.615272980E0,3.939507751E0,-1.741433670E1
6.925589167E-1,6.674620056E-1,4.589755554E0,-1.205637863E1
7.025849167E-1,3.665128326E0,7.132218475E0,-5.134323120E0
7.126109167E-1,4.340972900E0,1.406669815E1,8.228538666E0
7.226359167E-1,2.514920197E0,2.399001251E1,7.855514374E0
7.326619167E-1,-1.306782532E-1,3.173790070E1,-8.999585266E0
7.426879167E-1,3.495231628E-1,3.720513153E1,-2.130669250E0
7.527139167E-1,3.970643005E0,3.480217850E1,8.898096313E0
7.627399167E-1,7.572453003E0,2.794134567E1,3.262615356E0
7.727659167E-1,9.780810699E0,2.317585556E1,3.732338562E0
7.827919167E-1,7.009174347E0,1.829151260E1,7.134613495E0
