"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.674166605E-4,3.161425781E-1,4.709207153E-1,9.717941437E0
1.059141668E-2,3.002755737E-1,4.700225830E-1,9.721234589E0
2.061541670E-2,3.138972473E-1,4.614903259E-1,9.713151398E0
3.064041666E-2,3.088078308E-1,4.602928162E-1,9.734407196E0
4.066441668E-2,3.062631226E-1,4.658312988E-1,9.726773071E0
5.068841670E-2,2.999761963E-1,4.592449951E-1,9.725725250E0
6.071241666E-2,3.126997375E-1,4.610412598E-1,9.724228363E0
7.073741668E-2,3.047662354E-1,4.617897034E-1,9.729617157E0
8.076141670E-2,3.076103210E-1,4.638853455E-1,9.726623383E0
9.078541666E-2,2.983296204E-1,4.604425049E-1,9.732760620E0
1.008094167E-1,3.079096985E-1,4.658312988E-1,9.727371826E0
1.108344167E-1,2.993774414E-1,4.641847229E-1,9.714199219E0
1.208584167E-1,3.050656128E-1,4.638853455E-1,9.717642059E0
1.308824167E-1,3.007246399E-1,4.739144897E-1,9.725276184E0
1.409064167E-1,3.010240173E-1,4.689747620E-1,9.717492371E0
1.509304167E-1,3.082090759E-1,4.632865906E-1,9.712103577E0
1.609554167E-1,2.998265076E-1,4.634362793E-1,9.719737701E0
1.709794167E-1,3.092568970E-1,4.704716492E-1,9.712552643E0
1.810034167E-1,3.082090759E-1,4.695735168E-1,9.721234589E0
1.910274167E-1,3.094065857E-1,4.643344116E-1,9.721234589E0
2.010524167E-1,3.034190369E-1,4.623884583E-1,9.727671204E0
2.110764167E-1,2.989283752E-1,4.629872131E-1,9.723779297E0
2.211004167E-1,3.040177917E-1,4.656816101E-1,9.729018402E0
2.311244167E-1,3.016227722E-1,4.664300537E-1,9.730066223E0
2.411484167E-1,3.071612549E-1,4.611909485E-1,9.719737701E0
2.511734167E-1,3.014730835E-1,4.650828552E-1,9.721084900E0
2.611974167E-1,3.041674805E-1,4.643344116E-1,9.709109802E0
2.712214167E-1,3.107537842E-1,4.595443726E-1,9.727820892E0
2.812454167E-1,3.082090759E-1,4.725672913E-1,9.730215912E0
2.912704167E-1,3.061134338E-1,4.704716492E-1,9.718839569E0
3.012944167E-1,2.984793091E-1,4.602928162E-1,9.721683655E0
3.113184167E-1,3.014730835E-1,4.586462402E-1,9.712852020E0
3.213424167E-1,2.990780640E-1,4.667294312E-1,9.728569336E0
3.313664166E-1,2.935395813E-1,4.641847229E-1,9.718390503E0
